,id,opening_hours,city,creation_date,street,email,phone_number,name,revenue,cost_of_goods,cost_of_labor_month,fixed_costs_month,cost_of_labor_total,fixed_costs_total,total_PNL
110,110,12:00-23:00,San Francisco,6/23/17 7:36,Pearl St,cocoanut_grove@inbox.com,0494-400826,Cocoanut Grove,40679.7,6101.954999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-6245.216999073484
111,111,12:00-23:00,New York,6/30/17 11:41,Hay Rd,eastern_hotel@gmail.com,0495-942778,Eastern Hotel,74692.5,11203.875,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,22665.66300092652
112,112,12:00-23:00,New York,2/25/19 4:14,Hamilton Pl,hotel_cecil@outlook.com,0498-426305,Hotel Cecil,82257.0,12338.55,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,29095.488000926518
113,113,12:00-23:00,New York,8/27/17 2:45,59th St Bridge,hotel_pontchartrain@hotmail.com,0499-317476,Hotel Pontchartrain,73362.7,11004.404999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,21535.33300092652
114,114,12:00-23:00,New York,11/17/17 8:37,Roosevelt Island Bridge,haans@inbox.com,0495-368488,Haans,129576.9,19436.535,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,69317.40300092651
115,115,12:00-23:00,New York,1/27/18 8:00,Penn Plaza,safari_hotel@mail.com,0494-511657,Safari Hotel,38213.299999999996,5731.994999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8341.656999073479
116,116,12:00-23:00,San Francisco,9/7/17 9:47,E 9th St,german_savings_bank_of_brooklyn@hotmail.com,0497-307601,German Savings Bank Of Brooklyn,51312.3,7696.845,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,2792.4930009265227
117,117,12:00-23:00,New York,5/14/17 1:44,W 82nd St,los_angeles_consistory_#3@yahoo.com,0498-321326,Los Angeles Consistory #3,67168.4,10075.259999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,16270.17800092652
118,118,12:00-23:00,New York,9/3/17 21:35,Legion Memorial Square,great_northern@inbox.com,0496-703539,Great Northern,44342.0,6651.3,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3132.261999073482
119,119,12:00-23:00,New York,7/18/17 11:13,Minetta St,rotisserie_de_la_table_du_roy_(le_chef_georges)@outlook.com,0497-312894,Rotisserie De La Table Du Roy (Le Chef Georges),38979.2,5846.879999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7690.641999073487
120,120,12:00-23:00,New York,6/12/17 11:33,Baxter St,streets_of_mexico_restaurant@yahoo.com,0495-089881,Streets Of Mexico Restaurant,67397.2,10109.58,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,16464.658000926516
121,121,13:00-23:00,San Francisco,4/20/17 23:22,Otis St,berkeley_class_of_91@hotmail.com,0499-030675,Berkeley Class Of 91,49125.1,7368.764999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,933.37300092652
122,122,13:00-23:00,San Francisco,8/8/17 4:18,Mizpah St,ristorante_alfredo_alla_scrofa@aol.com,0495-327881,Ristorante Alfredo Alla Scrofa,66901.7,10035.255,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,16043.483000926513
123,123,13:00-23:00,San Francisco,4/14/17 14:49,French Ct - Golden Gate National Recreation Area,pains_fireworks_co_employees@aol.com,0495-997499,Pains Fireworks Co. Employees,45762.4,6864.36,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-1924.9219990734782
124,124,13:00-23:00,San Francisco,7/31/18 22:31,Sola Ave,mountain_park_hotel@aol.com,0495-322017,Mountain Park Hotel,71731.0,10759.65,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,20148.388000926527
125,125,13:00-23:00,San Francisco,8/13/18 4:14,Ruger St - Golden Gate National Recreation Area,hochst@outlook.com,0496-521794,Hochst,44255.2,6638.28,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3206.041999073481
126,126,13:00-23:00,San Francisco,7/6/18 0:27,Mason Ct,hofbrau_haus@mail.com,0497-964074,Hofbrau Haus,41153.7,6173.054999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5842.316999073482
127,127,13:00-23:00,San Francisco,8/1/17 5:18,Cresta Vista Dr,steinbergs_dairy@hotmail.com,0499-107536,Steinbergs Dairy,48579.6,7286.94,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,469.6980009265171
128,128,13:00-23:00,San Francisco,8/22/18 9:43,Taber Alley,american_chamber_of_commerce_of_paris_commission_for_the_exposiion_of_1900@aol.com,0495-912144,American Chamber Of Commerce Of Paris Commission For The Exposiion Of 1900,36440.0,5466.0,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-9848.96199907348
129,129,13:00-23:00,San Francisco,5/30/17 9:44,Bryant Ln,wells_river_fish_and_game_club@yahoo.com,0498-251750,Wells River Fish And Game Club,44736.5,6710.474999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-2796.9369990734776
130,130,13:00-23:00,San Francisco,8/12/17 17:39,Amador St,purcell_house@hotmail.com,0499-685520,Purcell House,39679.7,5951.954999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7095.216999073484
131,131,13:00-23:00,San Francisco,5/31/17 22:45,Alta St,sangamo_club@inbox.com,0496-311062,Sangamo Club,49251.1,7387.664999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1040.4730009265259
132,132,13:00-23:00,San Francisco,6/11/17 23:51,Park Presidio Blvd,shanes@inbox.com,0495-418146,Shanes,65879.7,9881.955,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15174.783000926516
133,133,13:00-23:00,San Francisco,9/21/18 17:50,Mansell St,keystone_restaurant@hotmail.com,0495-243095,Keystone Restaurant,60428.9,9064.335,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,10541.603000926523
134,134,13:00-23:00,San Francisco,5/14/17 5:46,Dodge Pl,hotel_ponce_de_leon@outlook.com,0496-508045,Hotel Ponce De Leon,79689.9,11953.484999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,26913.453000926515
135,135,13:00-23:00,San Francisco,5/11/17 2:35,Hwy 82,the_homestead_gwinn@outlook.com,0494-985549,The Homestead Gwinn,56378.3,8456.745,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,7098.5930009265285
136,136,13:00-23:00,San Francisco,10/3/17 11:11,Cashmere St,w_atlee_burpee@mail.com,0498-897226,W. Atlee Burpee,72457.8,10868.67,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,20766.168000926526
137,137,13:00-23:00,San Francisco,9/15/17 13:33,Badger St,ss_constitution@aol.com,0496-569278,S.S. Constitution,58017.0,8702.55,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8491.488000926518
138,138,13:00-23:00,San Francisco,7/1/17 3:13,Spreckels Lake Dr,veteran_association_of_the_5th_ny_artillery_volunteers@mail.com,0494-819100,Veteran Association Of The 5th Ny Artillery Volunteers,75602.8,11340.42,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,23439.418000926526
139,139,13:00-23:00,San Francisco,4/12/18 6:15,Reuel Ct,bangkok_cuisine@hotmail.com,0497-983256,Bangkok Cuisine,63171.8,9475.77,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,12873.06800092652
140,140,13:00-23:00,New York,6/16/17 1:07,Avenue C,joe_coluccis_puccini_restaurant@aol.com,0498-592335,Joe Coluccis Puccini Restaurant,103899.2,15584.88,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,47491.35800092651
141,141,13:00-23:00,San Francisco,5/17/17 14:28,Foote Ave,the_scandia@gmail.com,0494-664925,The Scandia,76228.2,11434.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,23971.008000926522
142,142,13:00-23:00,San Francisco,3/17/19 2:33,Juri St,corps_consulaire@aol.com,0498-974115,Corps Consulaire,45459.700000000004,6818.955000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-2182.2169990734765
143,143,13:00-23:00,San Francisco,5/9/17 0:23,Conservatory Access Rd,"new_hotel_berkeley,the@inbox.com",0498-146795,"New Hotel Berkeley,The",59411.700000000004,8911.755000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9676.98300092652
144,144,13:00-23:00,San Francisco,5/21/18 4:03,Dore St,hotel_colorado@outlook.com,0499-224770,Hotel Colorado,56622.4,8493.36,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,7306.078000926522
145,145,13:00-23:00,San Francisco,5/27/17 9:13,Wilde Ave,elka_park_association@outlook.com,0496-577049,Elka Park Association,76183.8,11427.57,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,23933.268000926524
146,146,13:00-23:00,San Francisco,5/1/17 20:57,Spruce St,wally_j@gmail.com,0498-137288,Wally J,55298.7,8294.804999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6180.933000926525
147,147,13:00-23:00,San Francisco,4/5/17 4:01,Thornton Ave,duffs@gmail.com,0495-750801,Duffs,73265.2,10989.779999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,21452.45800092652
148,148,13:00-23:00,San Francisco,9/29/18 23:22,Dale Pl,smsvineta@inbox.com,0495-142934,S.M.S.Vineta,66537.8,9980.67,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15734.168000926526
149,149,13:00-23:00,San Francisco,4/7/17 9:44,Gaviota Way,camp_wadsworth@aol.com,0497-545403,Camp Wadsworth,62657.4,9398.61,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,12435.828000926522
150,150,13:00-23:00,San Francisco,4/15/17 11:08,Jackson St,john_hart@yahoo.com,0495-220630,John Hart,55057.8,8258.67,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5976.168000926526
151,151,13:00-23:00,San Francisco,2/8/18 14:41,Dwight St,ernest_marples_cellars@hotmail.com,0497-895115,Ernest Marples Cellars,59054.0,8858.1,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9372.938000926515
152,152,13:00-23:00,San Francisco,10/19/17 10:00,De Boom St,the_pilgrims@mail.com,0495-716563,The Pilgrims,54670.4,8200.56,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5646.878000926525
153,153,13:00-23:00,San Francisco,6/10/18 19:54,Redfield Alley,the_red_star_inn@mail.com,0495-359995,The Red Star Inn,69255.0,10388.25,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,18043.78800092652
154,154,13:00-23:00,San Francisco,5/14/17 9:22,Terra Vista Ave,la_vicomtesse_parker@aol.com,0496-009626,La Vicomtesse Parker,64334.1,9650.115,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13861.023000926514
155,155,13:00-23:00,San Francisco,5/7/17 15:21,Monument Way,hamburg__armerika_linie@gmail.com,0499-110587,Hamburg  Armerika Linie,47483.5,7122.525,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-461.98699907347327
156,156,13:00-23:00,San Francisco,8/2/17 9:01,Dale Pl,paul_clemann@yahoo.com,0498-742579,Paul Clemann,80904.4,12135.659999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,27945.77800092651
157,157,13:00-23:00,San Francisco,5/2/17 3:51,Horace St,merchants_club___the_salvation_army@aol.com,0498-417586,Merchants Club   The Salvation Army,109163.59999999999,16374.539999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,51966.09800092652
158,158,13:00-23:00,San Francisco,12/17/17 19:30,Central Ave,the_terrace_restaurant@mail.com,0496-597067,The Terrace Restaurant,123221.7,18483.254999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,63915.48300092651
159,159,13:00-23:00,San Francisco,7/20/18 6:11,Bliss St - Golden Gate National Recreation Area,mrs_h_mc_k_twombley@hotmail.com,0498-406807,Mrs. H. Mc K. Twombley,73164.3,10974.645,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,21366.69300092652
160,160,13:00-23:00,New York,11/25/18 5:35,W 119th St,palace_hotel_restaurat@mail.com,0496-199308,Palace Hotel Restaurat,55907.3,8386.095,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6698.243000926523
161,161,13:00-23:00,New York,3/7/18 5:11,River Rd,oneco_hotel@outlook.com,0495-918349,Oneco Hotel,40183.5,6027.525,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-6666.986999073473
162,162,13:00-23:00,New York,4/16/17 12:26,University Pl,ss_hastings@mail.com,0497-759548,S.S. Hastings,58602.5,8790.375,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8989.16300092652
163,163,13:00-23:00,New York,5/10/17 17:33,Marginal St,leon_&_eddies@gmail.com,0495-181886,Leon & Eddies,73091.1,10963.665,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,21304.473000926526
164,164,13:00-23:00,New York,11/17/17 22:19,Gustave L. Levy Pl,restaurant_cafe_winkler@gmail.com,0494-530143,Restaurant Cafe Winkler,66617.1,9992.565,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15801.573000926524
165,165,13:00-23:00,New York,11/16/17 23:18,W 165th St,associates_of_the_interborough_rapid_transit_co@yahoo.com,0496-498427,Associates Of The Interborough Rapid Transit Co.,119186.8,17878.02,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,60485.81800092652
166,166,13:00-23:00,New York,4/8/18 23:30,Craig Rd N,deutsche_liederkranz@mail.com,0497-036924,Deutsche Liederkranz,66802.8,10020.42,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15959.418000926526
167,167,13:00-23:00,New York,2/14/19 12:35,Manhattan,rh_macy_and_co@mail.com,0495-810995,R.H. Macy and Co.,77947.9,11692.185,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,25432.753000926517
168,168,13:00-23:00,New York,8/19/17 5:54,Marble Hill Ln,joseph_pulitzer@aol.com,0494-529945,Joseph Pulitzer,94736.90000000001,14210.535000000002,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,39703.403000926526
169,169,13:00-23:00,New York,1/14/18 4:11,W 31st St,hotel_de_paris@outlook.com,0496-813960,Hotel De Paris,38333.5,5750.025,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8239.486999073473
170,170,13:00-23:00,New York,9/4/17 3:02,Dongan Pl,community_of_zurich@inbox.com,0499-332744,Community Of Zurich,49418.5,7412.775,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1182.7630009265267
171,171,13:00-23:00,New York,8/27/17 9:47,Colonel Robert Magaw Pl,cafe_new_york_restaurant@aol.com,0498-062323,Cafe New York Restaurant,64360.9,9654.135,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13883.803000926528
172,172,13:00-23:00,New York,11/4/17 20:46,Short Ave,royal_pavillion_hotel@mail.com,0499-920840,Royal Pavillion Hotel,95896.7,14384.505,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,40689.23300092651
173,173,13:00-23:00,New York,6/27/17 1:11,Tiemann Pl,nippon_yusen_kaisha___sskobe_liaru@aol.com,0496-749513,Nippon Yusen Kaisha   S.S.Kobe Liaru,64377.0,9656.55,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13897.488000926518
174,174,13:00-23:00,New York,7/18/17 21:43,W 22nd St,league_building@mail.com,0494-973550,League Building,72688.5,10903.275,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,20962.263000926527
175,175,13:00-23:00,New York,5/30/17 9:20,John Jay Byrne Bridge,volapukakluba_nolumelopik@inbox.com,0495-155452,Volapukakluba Nolumelopik,42015.4,6302.31,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5109.871999073475
176,176,13:00-23:00,New York,11/11/18 11:38,Martin Luther King Blvd,fritzels@outlook.com,0497-163415,Fritzels,74550.2,11182.529999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,22544.70800092652
177,177,13:00-23:00,New York,6/29/17 6:06,Jones Alley,chateau_frontenac_hotel@hotmail.com,0499-824348,Chateau Frontenac Hotel,61543.2,9231.48,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,11488.758000926522
178,178,13:00-23:00,New York,12/16/17 22:02,Centre Market Pl,hotel_grenoble@gmail.com,0497-826678,Hotel Grenoble,63763.6,9564.539999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13376.098000926526
179,179,13:00-23:00,New York,7/24/17 4:58,Escanaba Rd,delta_kappa_epsilon_fraternity@aol.com,0494-762373,Delta Kappa Epsilon Fraternity,42432.5,6364.875,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-4755.336999073479
180,180,13:00-23:00,New York,6/28/17 21:44,Cannon St,the_waldorf_astoria_hotel@inbox.com,0494-929274,The Waldorf Astoria Hotel,60524.1,9078.615,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,10622.523000926514
181,181,13:00-23:00,New York,11/14/17 23:54,Hanover Square,washington_association_of_bowdoin_alumni@mail.com,0496-364859,Washington Association Of Bowdoin Alumni,63661.1,9549.164999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13288.973000926526
182,182,13:00-23:00,New York,4/26/18 17:32,2nd St (See E 2nd St below),paquebot_ile_de_france@gmail.com,0495-042205,Paquebot Ile De France,53391.0,8008.65,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4559.388000926527
183,183,13:00-23:00,New York,2/6/19 18:05,W 225th St,union_league_of_maryland@inbox.com,0498-572670,Union League Of Maryland,67679.2,10151.88,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,16704.358000926513
184,184,13:00-23:00,New York,4/28/17 16:06,Bradhurst Ave,cigar_leaf_tobacco_board_of_trade_of_the_united_states@mail.com,0498-516439,Cigar Leaf Tobacco Board Of Trade Of The United States,71883.3,10782.495,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,20277.84300092653
185,185,13:00-23:00,New York,10/27/18 23:36,E 55th St,comrades_of_the_army_of_the_potomac@yahoo.com,0497-243460,Comrades Of The Army Of The Potomac,37792.8,5668.92,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8699.081999073474
186,186,13:00-23:00,New York,9/11/18 12:21,Union Square E,petrossian_restaurant@outlook.com,0497-167234,Petrossian Restaurant,34680.5,5202.075,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11344.536999073476
187,187,13:00-23:00,New York,7/25/17 1:03,Macdougal St,the_national_arts_club@mail.com,0495-640880,The National Arts Club,57911.0,8686.65,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8401.388000926527
188,188,13:00-23:00,New York,5/28/17 18:13,Amsterdam Ave,kempinski_restaurant@mail.com,0497-742699,Kempinski Restaurant,62173.5,9326.025,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,12024.513000926527
189,189,13:00-23:00,New York,3/16/18 21:02,E 25th St,hotel_royal_palm@hotmail.com,0499-165371,Hotel Royal Palm,57760.6,8664.09,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8273.548000926523
190,190,13:00-23:00,New York,10/21/17 2:36,Robert F Wagner Sr Pl,glen_falls_club@inbox.com,0497-169737,Glen Falls Club,94983.2,14247.48,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,39912.75800092652
191,191,13:00-23:00,New York,10/19/17 21:18,Beekman St,val_bella@gmail.com,0499-376327,Val Bella,58143.6,8721.539999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8599.098000926526
192,192,13:00-23:00,New York,1/25/19 4:37,Rutgers Slip,"supper_menu,_red_star_line_antwerpen_new_york_antwerpen_boston@yahoo.com",0494-602526,"Supper Menu, Red Star Line Antwerpen New York Antwerpen Boston",64110.1,9616.515,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13670.62300092652
193,193,13:00-23:00,New York,5/20/17 7:01,W 157th St,the_pullman_company@inbox.com,0494-454409,The Pullman Company,63153.799999999996,9473.07,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,12857.768000926517
194,194,13:00-23:00,New York,6/17/17 9:32,59th St Bridge,jacob_reiss@aol.com,0494-056519,Jacob Reiss,55163.1,8274.465,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6065.673000926523
195,195,13:00-23:00,New York,9/3/18 18:52,Main St,hotel_eugenia_victoria@mail.com,0499-238506,Hotel Eugenia Victoria,37460.2,5619.03,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8981.79199907348
196,196,13:00-23:00,New York,9/3/17 10:51,Franklin St,little_china@hotmail.com,0494-853775,Little China,126527.2,18979.079999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,66725.15800092652
197,197,13:00-23:00,New York,5/13/17 5:35,E 117th St,kronenhalle@outlook.com,0499-590224,Kronenhalle,40178.0,6026.7,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-6671.661999073476
198,198,13:00-23:00,New York,5/14/17 18:28,W 90th St,ritz-carlton@gmail.com,0498-293424,Ritz-Carlton,49383.3,7407.495,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1152.8430009265285
199,199,13:00-23:00,New York,4/9/18 8:11,Church St,frankfurter_hof@mail.com,0498-869493,Frankfurter Hof,54377.5,8156.625,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5397.913000926521
200,200,13:00-23:00,New York,2/25/18 8:12,E 101st St,cafe_mellone@mail.com,0499-140440,Cafe Mellone,147596.1,22139.415,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,84633.72300092652
201,201,13:00-23:00,New York,5/27/17 20:39,W 116th St,ewings_new_restaurant@outlook.com,0494-245261,Ewings New Restaurant,72154.5,10823.175,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,20508.363000926518
202,202,13:00-23:00,New York,12/29/18 17:23,Ferry Line Rd,au_chat_noir@mail.com,0496-864366,Au Chat Noir,47195.7,7079.355,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-706.6169990734779
203,203,13:00-23:00,New York,5/21/17 8:41,Avenue A,new_york_state_hotel_association@mail.com,0498-077948,New York State Hotel Association,96066.1,14409.915,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,40833.22300092652
204,204,13:00-23:00,New York,6/8/17 20:26,Thelonius Monk Cir,the_windsor@yahoo.com,0497-298521,The Windsor,59956.1,8993.414999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,10139.723000926526
205,205,13:00-23:00,New York,12/3/18 3:18,E 14th St,restaurant_mayan@inbox.com,0495-441347,Restaurant Mayan,59271.200000000004,8890.68,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9557.558000926525
206,206,13:00-23:00,New York,9/1/17 8:59,W 130th St,congress_hotel_association@yahoo.com,0494-531353,Congress Hotel Association,50212.7,7531.904999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1857.8330009265192
207,207,13:00-23:00,New York,5/8/17 14:48,Arden St,hotel_dreyfus_french_restauranr@hotmail.com,0497-831105,Hotel Dreyfus French Restauranr,123856.4,18578.46,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,64454.97800092651
208,208,13:00-23:00,New York,2/27/19 13:19,W 9th St,2601_parkway@hotmail.com,0497-177926,2601 Parkway,79621.2,11943.179999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,26855.058000926525
209,209,13:00-23:00,New York,5/29/17 23:16,Pomander Walk,luccionis@mail.com,0499-167949,Luccionis,87122.6,13068.390000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,33231.24800092653
210,210,13:00-23:00,New York,7/21/17 8:41,Nagle Ave,unione_panettieri_italiani@yahoo.com,0497-511141,Unione Panettieri Italiani,67498.0,10124.699999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,16550.338000926524
211,211,13:00-23:00,New York,5/26/17 4:35,E 39th St,pear_and_pardritge@inbox.com,0494-818290,Pear And Pardritge,60277.5,9041.625,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,10412.91300092652
212,212,13:00-23:00,New York,7/30/17 4:56,Lincoln Center Plaza,the_astor@outlook.com,0498-833471,The Astor,130934.9,19640.234999999997,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,70471.70300092651
213,213,13:00-23:00,New York,9/10/17 12:35,W 62nd St,s_s_president_wilson@gmail.com,0496-652083,S. S. President Wilson,64838.1,9725.715,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,14289.423000926523
214,214,13:00-23:00,New York,4/11/17 1:09,Leroy St,campi@yahoo.com,0497-846102,Campi,39392.6,5908.889999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7339.25199907348
215,215,13:00-23:00,New York,7/16/17 6:51,E 91st St,"complimentary_banquet,_mount_nelson_hotel_cape_town,_sa@outlook.com",0495-873566,"Complimentary Banquet, Mount Nelson Hotel Cape Town, S.A.",64333.3,9649.995,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13860.343000926528
216,216,13:00-23:00,New York,5/23/17 9:39,Warren St,ristorante_cova@aol.com,0495-720584,Ristorante Cova,58938.4,8840.76,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9274.678000926528
217,217,13:00-23:00,New York,4/29/17 20:52,W 46th St,paquebot_ile_de_france@hotmail.com,0497-003833,Paquebot Ile De France,52579.0,7886.849999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,3869.1880009265224
218,218,13:00-23:00,New York,8/16/17 0:58,W 14th St,london_welsh_lodge@mail.com,0494-083351,London Welsh Lodge,80934.2,12140.13,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,27971.108000926513
219,219,13:00-23:00,New York,7/11/18 12:54,Queensboro Bridge,missouri_society@hotmail.com,0496-413740,Missouri Society,76747.6,11512.140000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,24412.498000926527
220,220,13:00-23:00,New York,9/1/17 17:04,W 132nd St,harvard_university@mail.com,0499-663789,Harvard University,68955.8,10343.37,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,17789.46800092653
221,221,13:00-23:00,New York,10/13/18 0:54,Cooper Square,amys@hotmail.com,0495-931276,Amys,120870.4,18130.559999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,61916.87800092652
222,222,13:00-23:00,New York,6/5/17 15:21,Thelonius Monk Cir,aviation_terrace@mail.com,0499-758005,Aviation Terrace,56519.9,8477.985,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,7218.953000926522
223,223,13:00-23:00,New York,10/1/18 4:35,E 102nd St,"annual_dinner_of_the_new_york_university_alumni_association,_waldorf_astoria@hotmail.com",0496-819370,"Annual Dinner Of The New York University Alumni Association, Waldorf Astoria",68245.7,10236.855,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,17185.883000926522
