id,price,restaurant_id,data_id,name,_rid,_self,_etag,_attachments,_ts
351,25.8,181,1210,"By the bottle: Benziger, Chardonnay, Carneros, USA 1999",LFZbAInsZRRgAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRgAQAAAAAAAA==/,"""5400c2b1-0000-0200-0000-622fb5910000""",attachments/,1647293841
352,24.5,54,348,Field greens vinaigrette,LFZbAInsZRRhAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRhAQAAAAAAAA==/,"""5400c3b1-0000-0200-0000-622fb5910000""",attachments/,1647293841
353,19.9,295,1947,SOFT SHELL CRAB (in season),LFZbAInsZRRiAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRiAQAAAAAAAA==/,"""5400c5b1-0000-0200-0000-622fb5910000""",attachments/,1647293841
354,11.7,292,1928,"Gruet, Brut, NV. (New Mexico)",LFZbAInsZRRjAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRjAQAAAAAAAA==/,"""5400c6b1-0000-0200-0000-622fb5910000""",attachments/,1647293841
355,24.3,335,2207,"Pouilly Fuisse, Bouchard 1996",LFZbAInsZRRkAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRkAQAAAAAAAA==/,"""5400c7b1-0000-0200-0000-622fb5920000""",attachments/,1647293842
356,35.3,297,1960,Cherrystone Clams. Six on the half shell...with any of the Littleneck garnishes,LFZbAInsZRRlAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRlAQAAAAAAAA==/,"""5400c8b1-0000-0200-0000-622fb5920000""",attachments/,1647293842
357,20.6,390,2553,Hunan Chicken,LFZbAInsZRRmAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRmAQAAAAAAAA==/,"""5400c9b1-0000-0200-0000-622fb5920000""",attachments/,1647293842
358,25.4,177,1181,"Cabernet Sauvignon, Phiippe Lorraine",LFZbAInsZRRnAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRnAQAAAAAAAA==/,"""5400cab1-0000-0200-0000-622fb5920000""",attachments/,1647293842
359,36.7,423,2779,"Domaine Carneros, Brut, 1992, Napa",LFZbAInsZRRoAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRoAQAAAAAAAA==/,"""5400cbb1-0000-0200-0000-622fb5920000""",attachments/,1647293842
360,22.3,184,1229,Beef and Mushroom Pappardelle,LFZbAInsZRRpAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRpAQAAAAAAAA==/,"""5400ccb1-0000-0200-0000-622fb5920000""",attachments/,1647293842
361,21.7,96,629,"Zinfandel, Clos Du Bois",LFZbAInsZRRqAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRqAQAAAAAAAA==/,"""5400cdb1-0000-0200-0000-622fb5920000""",attachments/,1647293842
362,17.2,418,2746,"Sauvignon Blanc Babich, 1997, New Zealand",LFZbAInsZRRrAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRrAQAAAAAAAA==/,"""5400ceb1-0000-0200-0000-622fb5920000""",attachments/,1647293842
363,22.3,194,1285,"NUITS ST. GEORGE, DOMAINE DE LARLOT, PREMIER CRU 95",LFZbAInsZRRsAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRsAQAAAAAAAA==/,"""5400cfb1-0000-0200-0000-622fb5920000""",attachments/,1647293842
364,20.5,100,654,"Apple Fruit Spritzer - Apple juice, club soda & a twist of lime",LFZbAInsZRRtAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRtAQAAAAAAAA==/,"""5400d2b1-0000-0200-0000-622fb5930000""",attachments/,1647293843
365,16.0,22,149,"Onion Strings. Thinly sliced, battered and fried",LFZbAInsZRRuAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRuAQAAAAAAAA==/,"""5400d4b1-0000-0200-0000-622fb5930000""",attachments/,1647293843
366,17.8,188,1255,Chicken w. Snow Pea Pods,LFZbAInsZRRvAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRvAQAAAAAAAA==/,"""5400d5b1-0000-0200-0000-622fb5930000""",attachments/,1647293843
367,22.1,246,1624,Ice Cream,LFZbAInsZRRwAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRwAQAAAAAAAA==/,"""5400d6b1-0000-0200-0000-622fb5930000""",attachments/,1647293843
368,27.3,21,142,"Stags Leap 1995, Napa",LFZbAInsZRRxAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRxAQAAAAAAAA==/,"""5400d7b1-0000-0200-0000-622fb5930000""",attachments/,1647293843
369,20.3,65,416,"Specialty Sandwiches: #4  Roasted Chicken:  Goat Cheese, Basil & Roasted Red Onions with a Rosemary Herb Dressing on Seeded Italian ... 6.25",LFZbAInsZRRyAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRyAQAAAAAAAA==/,"""5400d8b1-0000-0200-0000-622fb5930000""",attachments/,1647293843
370,34.6,252,1661,Beef w. Broccoli in Garlic Sauce,LFZbAInsZRRzAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRRzAQAAAAAAAA==/,"""5400dab1-0000-0200-0000-622fb5930000""",attachments/,1647293843
371,27.8,384,2520,FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI,LFZbAInsZRR0AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR0AQAAAAAAAA==/,"""5400dbb1-0000-0200-0000-622fb5930000""",attachments/,1647293843
372,12.4,67,429,"Crispy Chicken Wings w. Garlic Sauce, w. Pork Fried Rice",LFZbAInsZRR1AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR1AQAAAAAAAA==/,"""5400dcb1-0000-0200-0000-622fb5930000""",attachments/,1647293843
373,32.0,226,1485,"Kistler 1996, Sonoma",LFZbAInsZRR2AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR2AQAAAAAAAA==/,"""5400ddb1-0000-0200-0000-622fb5940000""",attachments/,1647293844
374,23.8,368,2419,"Pinot Grigio Benefizium Porer, Alois Lageder, Alto Adige, Italy 1999",LFZbAInsZRR3AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR3AQAAAAAAAA==/,"""5400deb1-0000-0200-0000-622fb5940000""",attachments/,1647293844
375,26.3,22,152,"Tuna Burger. Freshly ground Tuna, Chili Paste, Crumbs and Spices",LFZbAInsZRR4AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR4AQAAAAAAAA==/,"""5400dfb1-0000-0200-0000-622fb5940000""",attachments/,1647293844
376,22.5,0,3,"Mango Carnitas Enchiladas, slowly simmered lean pork loin, onions, and spices layered between two blue corn tortillas with mango chutney, salsa, sour cream, and white cheddar cheese smothered with green chile and garnished with sour cream and corn salsa served with pinto beans and Basmati rice",LFZbAInsZRR5AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR5AQAAAAAAAA==/,"""5400e0b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
377,20.0,131,877,"Scampi Shrimp and Garlic with White Wine, Tomatoes and Mushrooms over Linguine",LFZbAInsZRR6AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR6AQAAAAAAAA==/,"""5400e1b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
378,25.1,200,1326,"Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy)",LFZbAInsZRR7AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR7AQAAAAAAAA==/,"""5400e3b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
379,18.9,6,46,"Grilled Vegetables Including Portobellos, Squash, Eggplant & Zucchini with Melted Mozzarella and a Cucumber Dill Dressing served on Seven Grain Health Bread",LFZbAInsZRR8AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR8AQAAAAAAAA==/,"""5400e5b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
380,21.8,103,680,"Warm asparagus, vinaigrette",LFZbAInsZRR9AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR9AQAAAAAAAA==/,"""5400e6b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
381,32.0,220,1448,Cheddar Cheeseburger,LFZbAInsZRR+AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR+AQAAAAAAAA==/,"""5400e7b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
382,9.5,170,1139,"Canoe Ridge, Merlot, Columbia Valley, USA 1997",LFZbAInsZRR-AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRR-AQAAAAAAAA==/,"""5400e8b1-0000-0200-0000-622fb5940000""",attachments/,1647293844
383,19.0,15,108,"LHereu: Cava, Macabeo, Xarel-Lo",LFZbAInsZRSAAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSAAQAAAAAAAA==/,"""5400e9b1-0000-0200-0000-622fb5950000""",attachments/,1647293845
384,27.6,311,2048,Moet & Chandon Brut Imperial N/V,LFZbAInsZRSBAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSBAQAAAAAAAA==/,"""5400eab1-0000-0200-0000-622fb5950000""",attachments/,1647293845
385,28.8,194,1288,"CABERNET SAUVIGNON, JORDAN 93",LFZbAInsZRSCAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSCAQAAAAAAAA==/,"""5400ebb1-0000-0200-0000-622fb5950000""",attachments/,1647293845
386,33.9,326,2143,Cappuccino,LFZbAInsZRSDAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSDAQAAAAAAAA==/,"""5400ecb1-0000-0200-0000-622fb5950000""",attachments/,1647293845
387,20.9,422,2774,CAVIAR with Chopped Egg,LFZbAInsZRSEAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSEAQAAAAAAAA==/,"""5400edb1-0000-0200-0000-622fb5950000""",attachments/,1647293845
388,17.5,178,1189,Skewered Shrimp,LFZbAInsZRSFAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSFAQAAAAAAAA==/,"""5400eeb1-0000-0200-0000-622fb5950000""",attachments/,1647293845
389,19.2,391,2565,Kirschwasser,LFZbAInsZRSGAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSGAQAAAAAAAA==/,"""5400efb1-0000-0200-0000-622fb5950000""",attachments/,1647293845
390,13.2,79,508,Duchess potatoes,LFZbAInsZRSHAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSHAQAAAAAAAA==/,"""5400f0b1-0000-0200-0000-622fb5950000""",attachments/,1647293845
391,8.9,327,2151,"TAOS FARMERS STACK a seasonal harvest of roasted and grilled baby & gourmet vegetables, steamed greens and mashed potatoes with a Madiera mushroom gravy **",LFZbAInsZRSIAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSIAQAAAAAAAA==/,"""5400f1b1-0000-0200-0000-622fb5950000""",attachments/,1647293845
392,28.9,140,934,"Eyrie Vineyards 1996, Willamette, Oregon",LFZbAInsZRSJAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSJAQAAAAAAAA==/,"""5400f3b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
393,22.4,26,168,"Domaine Chandon, Reserve",LFZbAInsZRSKAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSKAQAAAAAAAA==/,"""5400f4b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
394,13.3,380,2494,"Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan",LFZbAInsZRSLAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSLAQAAAAAAAA==/,"""5400f5b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
395,34.0,373,2454,"FRESH RAINBOW TROUT an 8 oz. boneless rainbow trout grilled and topped with a lemon, herb butter served with steamed Basmati rice and fresh vegetables",LFZbAInsZRSMAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSMAQAAAAAAAA==/,"""5400f6b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
396,21.0,46,290,Smoked Salmon. Thinly sliced...Pumpernickle Toast,LFZbAInsZRSNAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSNAQAAAAAAAA==/,"""5400f7b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
397,19.9,30,196,"Jarvis 1994, Napa",LFZbAInsZRSOAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSOAQAAAAAAAA==/,"""5400f8b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
398,39.7,389,2551,Pacific Coast Sea Bass,LFZbAInsZRSPAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSPAQAAAAAAAA==/,"""5400f9b1-0000-0200-0000-622fb5960000""",attachments/,1647293846
399,23.9,250,1650,salad of soba noodles with marinated vegetables,LFZbAInsZRSQAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSQAQAAAAAAAA==/,"""5400fab1-0000-0200-0000-622fb5960000""",attachments/,1647293846
400,20.3,235,1545,Apricot Wine w/ soda & fruit garnish,LFZbAInsZRSRAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSRAQAAAAAAAA==/,"""5400fbb1-0000-0200-0000-622fb5960000""",attachments/,1647293846
401,23.5,258,1699,Sanka,LFZbAInsZRSSAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSSAQAAAAAAAA==/,"""5400fcb1-0000-0200-0000-622fb5960000""",attachments/,1647293846
402,25.2,71,459,"Margherita Pizza - tomato, mozzarella & basil",LFZbAInsZRSTAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSTAQAAAAAAAA==/,"""5400fdb1-0000-0200-0000-622fb5970000""",attachments/,1647293847
403,19.3,121,816,Shrimp w. String Bean,LFZbAInsZRSUAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSUAQAAAAAAAA==/,"""5400feb1-0000-0200-0000-622fb5970000""",attachments/,1647293847
404,15.3,214,1404,"Coconut Shrimp Jumbo shrimp, battered and dipped in shredded coconut, fried golden brown and served with a Chinese pesto dipping sauce, pineapple chutney, yogurt cucumbers and steamed rice",LFZbAInsZRSVAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSVAQAAAAAAAA==/,"""5400ffb1-0000-0200-0000-622fb5970000""",attachments/,1647293847
405,22.5,58,371,Smoked Trout Pate with Croutons,LFZbAInsZRSWAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSWAQAAAAAAAA==/,"""540000b2-0000-0200-0000-622fb5970000""",attachments/,1647293847
406,23.8,303,1999,Low Fat Scones:  Blueberry Ã¢Â€Â¢ Raisin Ã¢Â€Â¢ Cranberry ...1.75,LFZbAInsZRSXAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSXAQAAAAAAAA==/,"""540001b2-0000-0200-0000-622fb5970000""",attachments/,1647293847
407,18.6,342,2247,"Scallop & Beef  Sliced prime filet of beet & round scallops sauteed w. snow pea pods, baby corn, straw mushroom in brown sauce. A real treat!",LFZbAInsZRSYAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSYAQAAAAAAAA==/,"""540002b2-0000-0200-0000-622fb5970000""",attachments/,1647293847
408,27.9,233,1535,"St. Emilion, Chat. Fleur Cardinale, 1995",LFZbAInsZRSZAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSZAQAAAAAAAA==/,"""540003b2-0000-0200-0000-622fb5970000""",attachments/,1647293847
409,8.7,123,833,Calvados Busnel VSOP,LFZbAInsZRSaAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSaAQAAAAAAAA==/,"""540004b2-0000-0200-0000-622fb5970000""",attachments/,1647293847
410,25.5,192,1275,"First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads",LFZbAInsZRSbAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSbAQAAAAAAAA==/,"""540005b2-0000-0200-0000-622fb5970000""",attachments/,1647293847
411,23.6,49,311,Roast Pork w. Mixed Veg,LFZbAInsZRScAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRScAQAAAAAAAA==/,"""540006b2-0000-0200-0000-622fb5980000""",attachments/,1647293848
412,22.9,17,117,"Half 2 lb Maine Lobster shrimp & scallops, accompanied with a selection of any four vegetables from our Antipasto Bar",LFZbAInsZRSdAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSdAQAAAAAAAA==/,"""540007b2-0000-0200-0000-622fb5980000""",attachments/,1647293848
413,18.8,40,258,"Chardonnay, Estancia Estates 1996 (Monterey)",LFZbAInsZRSeAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSeAQAAAAAAAA==/,"""540008b2-0000-0200-0000-622fb5980000""",attachments/,1647293848
414,29.1,20,140,Pot Roast Rabbit with Fennel & Olives,LFZbAInsZRSfAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSfAQAAAAAAAA==/,"""540009b2-0000-0200-0000-622fb5980000""",attachments/,1647293848
415,21.0,238,1573,Charles Heidsieck,LFZbAInsZRSgAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSgAQAAAAAAAA==/,"""54000bb2-0000-0200-0000-622fb5980000""",attachments/,1647293848
416,22.3,110,736,Six Smoked Fish Assortment,LFZbAInsZRShAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRShAQAAAAAAAA==/,"""54000db2-0000-0200-0000-622fb5980000""",attachments/,1647293848
417,34.2,401,2629,NY Shrimp Cocktail,LFZbAInsZRSiAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSiAQAAAAAAAA==/,"""54000eb2-0000-0200-0000-622fb5980000""",attachments/,1647293848
418,27.0,73,468,112- Veuve Cliquot Brut N/V,LFZbAInsZRSjAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSjAQAAAAAAAA==/,"""54000fb2-0000-0200-0000-622fb5980000""",attachments/,1647293848
419,16.4,6,45,Assorted Smoked Salmon & Shrimp,LFZbAInsZRSkAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSkAQAAAAAAAA==/,"""540010b2-0000-0200-0000-622fb5980000""",attachments/,1647293848
420,25.9,145,971,"PATE EN CROUTE, Lucien Tendret recipe since 1892",LFZbAInsZRSlAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSlAQAAAAAAAA==/,"""540011b2-0000-0200-0000-622fb5980000""",attachments/,1647293848
421,16.4,152,1016,"GRILLED, SMOKED PORK TENDERLOIN WITH A SAVORY BACON CORNBREAD STUFFING, CARMELIZED SHALLOT DEMI-GLAZE",LFZbAInsZRSmAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSmAQAAAAAAAA==/,"""540012b2-0000-0200-0000-622fb5990000""",attachments/,1647293849
422,25.2,56,359,New York Sirloin Steak,LFZbAInsZRSnAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSnAQAAAAAAAA==/,"""540013b2-0000-0200-0000-622fb5990000""",attachments/,1647293849
423,18.1,154,1029,"Saint-Romaine, Sous le Chateau, V. Girardin, 1999. (Burgundy)",LFZbAInsZRSoAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSoAQAAAAAAAA==/,"""540014b2-0000-0200-0000-622fb5990000""",attachments/,1647293849
424,22.4,180,1203,Grill Portobello WITH SPINACH & ROAST PEPPER,LFZbAInsZRSpAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSpAQAAAAAAAA==/,"""540016b2-0000-0200-0000-622fb5990000""",attachments/,1647293849
425,28.4,166,1116,1 lb Chilled Lobster,LFZbAInsZRSqAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSqAQAAAAAAAA==/,"""540017b2-0000-0200-0000-622fb5990000""",attachments/,1647293849
426,23.2,365,2394,Green Salad,LFZbAInsZRSrAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSrAQAAAAAAAA==/,"""540019b2-0000-0200-0000-622fb5990000""",attachments/,1647293849
427,11.7,290,1921,114- Prosecco Brut N/V Zardetto,LFZbAInsZRSsAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSsAQAAAAAAAA==/,"""54001bb2-0000-0200-0000-622fb5990000""",attachments/,1647293849
428,14.1,248,1634,Bean Curd w. Hot Sauce (meat),LFZbAInsZRStAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRStAQAAAAAAAA==/,"""54001cb2-0000-0200-0000-622fb5990000""",attachments/,1647293849
429,23.3,411,2694,Fried Chicken Wings (4) w. Plain Fried Rice,LFZbAInsZRSuAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSuAQAAAAAAAA==/,"""54001db2-0000-0200-0000-622fb5990000""",attachments/,1647293849
430,18.4,215,1409,Caffe,LFZbAInsZRSvAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSvAQAAAAAAAA==/,"""54001eb2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
431,16.2,31,200,Scrod,LFZbAInsZRSwAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSwAQAAAAAAAA==/,"""54001fb2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
432,34.3,301,1982,"Pinot Noir Saintsbury Garnet, 1996, Carneros",LFZbAInsZRSxAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSxAQAAAAAAAA==/,"""540020b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
433,22.8,415,2721,Fried Shrimp (15) w. Pork Fried Rice,LFZbAInsZRSyAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSyAQAAAAAAAA==/,"""540021b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
434,25.1,330,2174,Skewered Shrimp,LFZbAInsZRSzAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRSzAQAAAAAAAA==/,"""540023b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
435,36.5,359,2360,HOT FUDGE NAPOLEON,LFZbAInsZRS0AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS0AQAAAAAAAA==/,"""540024b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
436,17.0,366,2400,"Moet et Chandon, Brut, NV (Epernay)",LFZbAInsZRS1AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS1AQAAAAAAAA==/,"""540025b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
437,16.5,99,648,Haricots Verts frais,LFZbAInsZRS2AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS2AQAAAAAAAA==/,"""540026b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
438,14.9,50,314,House Special Mai Fun,LFZbAInsZRS3AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS3AQAAAAAAAA==/,"""540027b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
439,31.9,203,1344,Skewered Shrimp,LFZbAInsZRS4AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS4AQAAAAAAAA==/,"""540028b2-0000-0200-0000-622fb59a0000""",attachments/,1647293850
440,11.6,123,830,"The Frogs Flight: Foxen Chenin Blanc, Logan Chardonnay, Danzante Pinot Grigio",LFZbAInsZRS5AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS5AQAAAAAAAA==/,"""540029b2-0000-0200-0000-622fb59b0000""",attachments/,1647293851
441,19.7,270,1776,"Meritage, Trilogy, Flora Springs, 1997. (Napa Valley)",LFZbAInsZRS6AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS6AQAAAAAAAA==/,"""54002ab2-0000-0200-0000-622fb59b0000""",attachments/,1647293851
442,19.7,270,1779,Sesame Chicken,LFZbAInsZRS7AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS7AQAAAAAAAA==/,"""54002bb2-0000-0200-0000-622fb59b0000""",attachments/,1647293851
443,17.0,269,1771,"White Meritage, Conundrum, Caymus Vinyards, 1999 (Napa Valley)",LFZbAInsZRS8AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAInsZRQ=/docs/LFZbAInsZRS8AQAAAAAAAA==/,"""54002cb2-0000-0200-0000-622fb59b0000""",attachments/,1647293851
