opening_hours,city,creation_date,data_id,street,email,phone_number,name,lat,lon
13:00-23:00,New York,6/27/17 1:11,148,Tiemann Pl,nippon_yusen_kaisha___sskobe_liaru@aol.com,0496-749513,Nippon Yusen Kaisha   S.S.Kobe Liaru,40.8155459,-73.9597048
13:00-23:00,New York,7/18/17 21:43,178,W 22nd St,league_building@mail.com,0494-973550,League Building,40.74463,-73.9989693
13:00-23:00,New York,5/30/17 9:20,103,John Jay Byrne Bridge,volapukakluba_nolumelopik@inbox.com,0495-155452,Volapukakluba Nolumelopik,40.733372200000005,-73.94006506699056
13:00-23:00,New York,11/11/18 11:38,392,Martin Luther King Blvd,fritzels@outlook.com,0497-163415,Fritzels,40.8043452,-73.9373276
13:00-23:00,New York,6/29/17 6:06,151,Jones Alley,chateau_frontenac_hotel@hotmail.com,0499-824348,Chateau Frontenac Hotel,40.726222,-73.9943166
13:00-23:00,New York,12/16/17 22:02,303,Centre Market Pl,hotel_grenoble@gmail.com,0497-826678,Hotel Grenoble,40.7196555,-73.9980169
13:00-23:00,New York,7/24/17 4:58,181,Escanaba Rd,delta_kappa_epsilon_fraternity@aol.com,0494-762373,Delta Kappa Epsilon Fraternity,40.5495983,-74.1592294
13:00-23:00,New York,6/28/17 21:44,150,Cannon St,the_waldorf_astoria_hotel@inbox.com,0494-929274,The Waldorf Astoria Hotel,42.7371837,-73.6960025
13:00-23:00,New York,11/14/17 23:54,281,Hanover Square,washington_association_of_bowdoin_alumni@mail.com,0496-364859,Washington Association Of Bowdoin Alumni,43.050297,-76.15107834164388
13:00-23:00,New York,4/26/18 17:32,347,2nd St (See E 2nd St below),paquebot_ile_de_france@gmail.com,0495-042205,Paquebot Ile De France,None,None
13:00-23:00,New York,2/6/19 18:05,412,W 225th St,union_league_of_maryland@inbox.com,0498-572670,Union League Of Maryland,40.8742871,-73.910359
13:00-23:00,New York,4/28/17 16:06,42,Bradhurst Ave,cigar_leaf_tobacco_board_of_trade_of_the_united_states@mail.com,0498-516439,Cigar Leaf Tobacco Board Of Trade Of The United States,40.8264173,-73.9405881
13:00-23:00,New York,10/27/18 23:36,388,E 55th St,comrades_of_the_army_of_the_potomac@yahoo.com,0497-243460,Comrades Of The Army Of The Potomac,40.7597948,-73.9704542
13:00-23:00,New York,9/11/18 12:21,378,Union Square E,petrossian_restaurant@outlook.com,0497-167234,Petrossian Restaurant,40.7353316,-73.9899965
13:00-23:00,New York,7/25/17 1:03,182,Macdougal St,the_national_arts_club@mail.com,0495-640880,The National Arts Club,40.7299682,-74.0005132
13:00-23:00,New York,5/28/17 18:13,100,Amsterdam Ave,kempinski_restaurant@mail.com,0497-742699,Kempinski Restaurant,40.8512464,-73.9286148
13:00-23:00,New York,3/16/18 21:02,334,E 25th St,hotel_royal_palm@hotmail.com,0499-165371,Hotel Royal Palm,40.638426,-73.953072
13:00-23:00,New York,10/21/17 2:36,272,Robert F Wagner Sr Pl,glen_falls_club@inbox.com,0497-169737,Glen Falls Club,40.7087705,-73.9992643
13:00-23:00,New York,10/19/17 21:18,270,Beekman St,val_bella@gmail.com,0499-376327,Val Bella,40.628881,-74.139772
13:00-23:00,New York,1/25/19 4:37,410,Rutgers Slip,"supper_menu,_red_star_line_antwerpen_new_york_antwerpen_boston@yahoo.com",0494-602526,"Supper Menu, Red Star Line Antwerpen New York Antwerpen Boston",40.7106607,-73.9898632
13:00-23:00,New York,5/20/17 7:01,87,W 157th St,the_pullman_company@inbox.com,0494-454409,The Pullman Company,40.8348716,-73.9467357
13:00-23:00,New York,6/17/17 9:32,139,59th St Bridge,jacob_reiss@aol.com,0494-056519,Jacob Reiss,40.75573085,-73.95188400365261
13:00-23:00,New York,9/3/18 18:52,376,Main St,hotel_eugenia_victoria@mail.com,0499-238506,Hotel Eugenia Victoria,40.7193758,-73.8179289
13:00-23:00,New York,9/3/17 10:51,232,Franklin St,little_china@hotmail.com,0494-853775,Little China,44.44774,-75.693742
13:00-23:00,New York,5/13/17 5:35,69,E 117th St,kronenhalle@outlook.com,0499-590224,Kronenhalle,40.7986248,-73.9395221
13:00-23:00,New York,5/14/17 18:28,75,W 90th St,ritz-carlton@gmail.com,0498-293424,Ritz-Carlton,40.7898803,-73.9722771
13:00-23:00,New York,4/9/18 8:11,342,Church St,frankfurter_hof@mail.com,0498-869493,Frankfurter Hof,40.7149979,-74.0079042
13:00-23:00,New York,2/25/18 8:12,324,E 101st St,cafe_mellone@mail.com,0499-140440,Cafe Mellone,40.636103,-73.8870183
13:00-23:00,New York,5/27/17 20:39,98,W 116th St,ewings_new_restaurant@outlook.com,0494-245261,Ewings New Restaurant,40.8033402,-73.9528166
13:00-23:00,New York,12/29/18 17:23,403,Ferry Line Rd,au_chat_noir@mail.com,0496-864366,Au Chat Noir,None,None
13:00-23:00,New York,5/21/17 8:41,89,Avenue A,new_york_state_hotel_association@mail.com,0498-077948,New York State Hotel Association,40.7273258,-73.9826094
13:00-23:00,New York,6/8/17 20:26,117,Thelonius Monk Cir,the_windsor@yahoo.com,0497-298521,The Windsor,40.7746802,-73.9895454
13:00-23:00,New York,12/3/18 3:18,397,E 14th St,restaurant_mayan@inbox.com,0495-441347,Restaurant Mayan,40.7294404,-73.9780305
13:00-23:00,New York,9/1/17 8:59,227,W 130th St,congress_hotel_association@yahoo.com,0494-531353,Congress Hotel Association,40.8175078,-73.9587528
13:00-23:00,New York,5/8/17 14:48,58,Arden St,hotel_dreyfus_french_restauranr@hotmail.com,0497-831105,Hotel Dreyfus French Restauranr,40.8628358,-73.9277081
13:00-23:00,New York,2/27/19 13:19,417,W 9th St,2601_parkway@hotmail.com,0497-177926,2601 Parkway,40.6751965,-73.9993434
13:00-23:00,New York,5/29/17 23:16,101,Pomander Walk,luccionis@mail.com,0499-167949,Luccionis,43.115566,-77.4977296
13:00-23:00,New York,7/21/17 8:41,180,Nagle Ave,unione_panettieri_italiani@yahoo.com,0497-511141,Unione Panettieri Italiani,40.8613637,-73.9252612
13:00-23:00,New York,5/26/17 4:35,94,E 39th St,pear_and_pardritge@inbox.com,0494-818290,Pear And Pardritge,40.6344234,-73.9391605
13:00-23:00,New York,7/30/17 4:56,187,Lincoln Center Plaza,the_astor@outlook.com,0498-833471,The Astor,40.7709244,-73.98510085598335
13:00-23:00,New York,9/10/17 12:35,239,W 62nd St,s_s_president_wilson@gmail.com,0496-652083,S. S. President Wilson,40.7741885,-73.9907183
13:00-23:00,New York,4/11/17 1:09,13,Leroy St,campi@yahoo.com,0497-846102,Campi,40.5941492,-74.1867738
13:00-23:00,New York,7/16/17 6:51,174,E 91st St,"complimentary_banquet,_mount_nelson_hotel_cape_town,_sa@outlook.com",0495-873566,"Complimentary Banquet, Mount Nelson Hotel Cape Town, S.A.",40.635812,-73.899726
13:00-23:00,New York,5/23/17 9:39,90,Warren St,ristorante_cova@aol.com,0495-720584,Ristorante Cova,40.7662779,-73.5824022
13:00-23:00,New York,4/29/17 20:52,43,W 46th St,paquebot_ile_de_france@hotmail.com,0497-003833,Paquebot Ile De France,40.758248,-73.9842856
13:00-23:00,New York,8/16/17 0:58,206,W 14th St,london_welsh_lodge@mail.com,0494-083351,London Welsh Lodge,40.7386055,-73.99981
13:00-23:00,New York,7/11/18 12:54,362,Queensboro Bridge,missouri_society@hotmail.com,0496-413740,Missouri Society,40.75573085,-73.95188400365261
13:00-23:00,New York,9/1/17 17:04,228,W 132nd St,harvard_university@mail.com,0499-663789,Harvard University,40.8134738,-73.9452996
13:00-23:00,New York,10/13/18 0:54,385,Cooper Square,amys@hotmail.com,0495-931276,Amys,40.7280635,-73.99129851723043
13:00-23:00,New York,6/5/17 15:21,113,Thelonius Monk Cir,aviation_terrace@mail.com,0499-758005,Aviation Terrace,40.7746802,-73.9895454
13:00-23:00,New York,10/1/18 4:35,383,E 102nd St,"annual_dinner_of_the_new_york_university_alumni_association,_waldorf_astoria@hotmail.com",0496-819370,"Annual Dinner Of The New York University Alumni Association, Waldorf Astoria",40.7910468,-73.9513728
13:00-23:00,New York,11/25/18 17:13,395,Canal St,thomas_cook_&_son_special@mail.com,0495-433632,Thomas Cook & Son Special,40.7186195,-74.0007681
13:00-23:00,New York,4/6/17 4:37,4,York Ave,grand_hotel_royal@aol.com,0497-902845,Grand Hotel Royal,40.7792057,-73.9447328
13:00-23:00,New York,12/19/18 22:39,401,Pomander Walk,le_provenÃ£Â§al@mail.com,0494-967480,Le ProvenÃƒÂ§al,43.115566,-77.4977296
13:00-23:00,New York,3/5/18 10:58,329,Washington Square S,ss_american_merchant@aol.com,0497-524026,S.S. American Merchant,40.730669,-73.998842
13:00-23:00,New York,5/25/17 18:15,93,Little West 12th St,[restaurant_and/or_location_not_given]@mail.com,0496-889479,[Restaurant And/Or Location Not Given],40.7406876,-74.0088565
13:00-23:00,New York,9/29/17 6:56,260,Mangin St,friends_of_mr_arthur_j_okeeffe@aol.com,0494-112750,Friends Of Mr. Arthur J. Okeeffe,40.7188724,-73.97549
08:00-12:00,San Francisco,9/22/17 22:30,253,Belvedere St,the_brown_palace_hotel@yahoo.com,0499-345063,The Brown Palace Hotel,37.7626987,-122.4479936
08:00-12:00,San Francisco,8/17/18 16:39,372,Clearview Ct,the_thirteen_club@hotmail.com,0498-363167,The Thirteen Club,37.733183,-122.395389
08:00-12:00,San Francisco,6/20/17 18:14,142,Beaver St,princess_hotel@aol.com,0495-221082,Princess Hotel,37.7655547,-122.4369151
08:00-12:00,San Francisco,7/16/17 13:28,175,Heritage,harry_voilers_trocadero_restaurant@inbox.com,0498-227782,Harry Voilers Trocadero Restaurant,37.7096674,-122.4117792
08:00-12:00,San Francisco,6/10/17 12:17,119,Edgardo Pl,pullman_dining_car_serfvice_the_president@hotmail.com,0495-974544,Pullman Dining Car Serfvice The President,37.8029886,-122.4088891
08:00-12:00,New York,5/24/18 17:52,351,Coenties Alley,king_frederik_viii@outlook.com,0499-382549,King Frederik Viii,40.703869,-74.0105164
08:00-12:00,San Francisco,2/2/18 9:37,318,Ecker St,stauchs_resturant@aol.com,0494-551799,Stauchs Resturant,37.7871006,-122.3957938
08:00-12:00,New York,6/21/17 19:19,143,W 157th St,stockeld_park@hotmail.com,0499-188589,Stockeld Park,40.8348716,-73.9467357
08:00-12:00,San Francisco,5/2/17 15:06,51,Morris St,northern_steamship_company/great_orthern_ry_line@hotmail.com,0498-169919,Northern Steamship Company/Great Orthern Ry. Line,37.7768953,-122.4025153
08:00-12:00,New York,4/30/17 1:25,44,Minetta Ln,blue_horizon@yahoo.com,0499-771130,Blue Horizon,40.7302644,-74.0010565
08:00-12:00,San Francisco,5/17/17 2:30,79,Santa Cruz Ave,gardner_&_smith@hotmail.com,0497-126104,Gardner & Smith,37.7090437,-122.4656613
08:00-12:00,New York,3/3/18 11:37,327,Oliver St,victorian@mail.com,0497-916301,Victorian,42.984033,-78.865994
08:00-12:00,San Francisco,12/21/18 12:16,402,Faxon Ave,board_of_managers_of_the_private_charitable_institutions@outlook.com,0495-914776,Board Of Managers Of The Private Charitable Institutions,37.7250783,-122.4599388
08:00-12:00,San Francisco,7/26/17 16:12,185,Hubbell St,bevan_house@hotmail.com,0498-318834,Bevan House,37.7674437,-122.3972072
08:00-12:00,San Francisco,9/18/17 7:05,248,Castle Manor Ave,casa_del_rey@yahoo.com,0498-368447,Casa Del Rey,37.7294685,-122.4312075
08:00-12:00,San Francisco,7/26/18 8:40,366,Belle Ave,hotel_westminster@hotmail.com,0499-910156,Hotel Westminster,37.7086819,-122.4704214
08:00-12:00,New York,4/26/17 1:26,35,W 106th St,the_colony@yahoo.com,0499-485401,The Colony,40.8012291,-73.967607
08:00-12:00,San Francisco,10/8/17 9:06,266,Cornwall St,college_of_pharmacy_of_the_city_of_ny@yahoo.com,0497-902578,College Of Pharmacy Of The City Of Ny,37.7848663,-122.4635038
08:00-12:00,New York,5/12/17 2:35,67,Rose St,manhanset_house@aol.com,0496-352756,Manhanset House,42.9020777,-78.6528611
08:00-12:00,New York,8/23/17 3:29,215,W 34th St,"usms_philadelphia,_third_class_menu@aol.com",0496-732595,"U.S.M.S. Philadelphia, Third Class Menu.",40.7569713,-74.0048008
08:00-12:00,San Francisco,7/27/18 17:38,367,Cargo Way,restaurant_name_and/or_location_not_given]@yahoo.com,0496-324507,Restaurant name and/or location not given],37.7430063,-122.3816947
08:00-12:00,San Francisco,7/5/18 17:25,360,7th Ave,the_lawrence@inbox.com,0495-175387,The Lawrence,37.7644057,-122.4642098
08:00-12:00,San Francisco,1/7/19 8:06,408,Hill Point Ave,zodiac_room_at_neiman_marcus@gmail.com,0497-866667,Zodiac Room At Neiman Marcus,37.7641815,-122.4558116
08:00-12:00,San Francisco,6/12/17 12:25,125,Bernice St,alberg_inn@outlook.com,0494-075817,Alberg Inn,37.7700345,-122.413938
08:00-12:00,San Francisco,6/12/17 13:17,126,Curtis St,jack_trayers@mail.com,0494-232218,Jack Trayers,37.7107977,-122.4386563
08:00-12:00,San Francisco,4/13/18 0:55,345,Ingerson Ave,all_souls_church@aol.com,0495-822731,All Souls Church,37.7173026,-122.389876
08:00-12:00,San Francisco,11/5/18 4:59,390,Denslowe Dr,papyrus_club@aol.com,0494-352572,Papyrus Club,37.7211641,-122.4745433
08:00-12:00,New York,7/1/17 12:47,156,Fort Washington Ave,volks_restaurant@outlook.com,0496-818382,Volks Restaurant,40.8502304,-73.9385576
08:00-12:00,San Francisco,8/8/17 7:08,195,H St,president_of_jamestown_exposition_company_(h_st_george_tucker)__and_mrs_tucker@hotmail.com,0499-859220,President Of Jamestown Exposition Company (H. St. George Tucker)  And Mrs. Tucker,37.719952,-122.367764
08:00-12:00,New York,4/26/17 19:47,37,W 79th St,st_johns_lodge_no_1@gmail.com,0496-925897,St. Johns Lodge No. 1,40.7849838,-73.9826637
08:00-12:00,New York,10/20/18 20:54,386,W 27th St,deutschen_haus@hotmail.com,0494-247589,Deutschen Haus,40.7473822,-73.9956096
08:00-12:00,New York,3/15/19 1:49,420,W 4th St,aidas_east@hotmail.com,0498-997767,Aidas East,40.7362021,-74.0035332
08:00-12:00,San Francisco,6/20/18 15:39,358,Clipper St,manhattan_casino@gmail.com,0499-743514,Manhattan Casino,37.7466633,-122.4445028
08:00-12:00,San Francisco,11/30/17 5:43,290,Rockridge Dr,the_patriarchs@hotmail.com,0497-353483,The Patriarchs,37.750773,-122.4696225
08:00-12:00,San Francisco,9/25/18 23:03,380,Buckingham Way,mayor_and_citizens_of_chicago@mail.com,0497-436195,Mayor And Citizens Of Chicago,37.730072,-122.4767269
08:00-12:00,San Francisco,1/6/19 12:11,406,Hooper St,norddeutsch_lloyd_bremen@outlook.com,0496-602046,Norddeutsch Lloyd Bremen,37.7677041,-122.3999142
08:00-12:00,San Francisco,6/8/17 6:24,115,J St,quill_and_dagger@gmail.com,0497-508830,Quill And Dagger,37.718801,-122.36833
08:00-12:00,San Francisco,11/1/17 5:36,276,Crespi Dr,mr_jpsmith@gmail.com,0497-644507,Mr. J.P.Smith,37.7203422,-122.4752257
08:00-12:00,New York,8/19/17 11:12,213,Wall St,oregon_railroad_&_navigation_co@gmail.com,0498-625563,Oregon Railroad & Navigation Co.,40.7060194,-74.0088308
08:00-12:00,San Francisco,6/14/17 2:13,127,16th Ave,riggs_house@yahoo.com,0495-706008,Riggs House,37.7617468,-122.4737956
08:00-12:00,San Francisco,9/11/17 21:56,241,Avery St,the_commodore_hotel@hotmail.com,0495-929663,The Commodore Hotel,37.7847044,-122.4338502
08:00-12:00,New York,5/3/17 16:40,52,E 8th St,the_berkeley@mail.com,0497-915938,The Berkeley,40.7298328,-73.9906619
08:00-12:00,San Francisco,5/10/17 5:24,63,Stow Lake Dr,the_hannaberry_&_moran_dining_room@aol.com,0499-250058,The Hannaberry & Moran Dining Room,37.7674411,-122.4764225
08:00-12:00,San Francisco,11/29/17 16:25,289,Alana Way,nippon_yusen_kaisha__ssnasuga@outlook.com,0498-943233,Nippon Yusen Kaisha  S.S.Nasuga,37.7085965,-122.3960038
08:00-12:00,San Francisco,4/14/17 10:41,18,Higuera Ave,the_pennsylvania_bar_association_on_behalf_of_the_bar_of_the_commonwealth@outlook.com,0495-673340,The Pennsylvania Bar Association On Behalf Of The Bar Of The Commonwealth,37.7183219,-122.4847457
08:00-12:00,New York,3/8/18 8:04,333,W 157th St,italian_american_citizens_of_the_sixth_assembly_district@inbox.com,0495-281724,Italian American Citizens Of The Sixth Assembly District,40.8348716,-73.9467357
08:00-12:00,San Francisco,3/3/19 20:00,419,Marengo St,german_gov@hotmail.com,0499-557897,German Gov.,37.738787,-122.4065014
08:00-12:00,San Francisco,5/27/17 3:06,95,Iron Alley,huguenin@gmail.com,0495-693633,Huguenin,37.7578613,-122.4446876
08:00-12:00,San Francisco,7/13/17 20:29,170,Lunado Ct,grill_car@outlook.com,0494-323846,Grill Car,37.7259336,-122.4711963
08:00-12:00,San Francisco,4/23/17 9:48,31,Cesar Chavez,cathay_house@outlook.com,0494-615406,Cathay House,37.7482637,-122.4113698
08:00-12:00,San Francisco,1/19/19 14:15,409,Peralta Ave,albany_society_of_nyc@yahoo.com,0497-145201,Albany Society Of Nyc,37.744427,-122.40869
08:00-12:00,San Francisco,4/9/17 23:25,10,Pixley St,san_remo_hotel@aol.com,0499-049339,San Remo Hotel,37.7989118,-122.4325021
08:00-12:00,San Francisco,12/22/17 11:44,305,Emery Ln,union_pacific@aol.com,0498-294684,Union Pacific,37.7985155,-122.409662
08:00-12:00,San Francisco,6/14/17 22:13,131,Margaret Ave,carlton_terrace@mail.com,0498-628910,Carlton Terrace,37.7173803,-122.452668
08:00-12:00,San Francisco,10/14/17 20:37,267,E Rd - City College Of San Francisco,st_georges_society_of_new_york@outlook.com,0496-724561,St. Georges Society Of New York,None,None
08:00-12:00,New York,8/15/17 14:11,205,E 56th St,le_pistou@inbox.com,0496-903236,Le Pistou,40.6379733,-73.9230599
08:00-12:00,San Francisco,5/12/17 12:59,68,Minna St,cigar_manufacturers@yahoo.com,0496-049406,Cigar Manufacturers,37.7676068,-122.4191816
08:00-12:00,San Francisco,11/11/18 7:54,391,Sternberg Rd - Golden Gate National Recreation Area,association_of_life_insurance_medical_directors@aol.com,0499-190429,Association Of Life Insurance Medical Directors,None,None
08:00-12:00,San Francisco,5/25/17 10:45,92,Addison St,patent_law_associaton_of_washington@outlook.com,0495-881993,Patent Law Associaton Of Washington,37.7400826,-122.4349546
08:00-12:00,New York,4/8/17 10:03,8,Rector Pl,cafe_zur_frauenkirche_@yahoo.com,0494-847491,Cafe Zur Frauenkirche,40.7092981,-74.017763
08:00-12:00,San Francisco,4/26/18 17:31,346,Jefferson St,mandels_tea_rooms@aol.com,0496-621540,Mandels Tea Rooms,37.8082321,-122.4157227
08:00-12:00,San Francisco,6/1/17 11:18,108,Ophir Alley,mouquin_restaurant_&_wine_co@hotmail.com,0494-803235,Mouquin Restaurant & Wine Co.,37.7880364,-122.4127845
08:00-12:00,San Francisco,5/8/17 15:25,59,Cameo Way,harrys_bar@aol.com,0497-835799,Harrys Bar,37.744868,-122.4440936
08:00-12:00,San Francisco,5/8/17 21:27,60,Mcrae Ln - Golden Gate National Recreation Area,cercle_francais_de_lharmonie@inbox.com,0494-211372,Cercle Francais De Lharmonie,None,None
08:00-12:00,San Francisco,6/14/17 20:02,130,Mayfair Dr,connecticut_society_of_civil_engineers@yahoo.com,0494-759015,Connecticut Society Of Civil Engineers,37.7861384,-122.4497942
08:00-12:00,New York,3/29/18 19:33,339,F D R Drive Service Rd E,restaurant_le_bourgogne@yahoo.com,0499-815162,Restaurant Le Bourgogne,None,None
08:00-12:00,New York,6/23/17 20:19,146,Randalls Is Rd,kalils_restaurant@gmail.com,0495-409004,Kalils Restaurant,40.796642,-73.9262419
08:00-12:00,San Francisco,9/27/17 18:27,257,Montague Pl,"testimonial_dinner,_little_hungary@hotmail.com",0496-818288,"Testimonial Dinner, Little Hungary",37.8005786,-122.4043511
08:00-12:00,San Francisco,5/20/17 16:17,88,Nottingham Pl,quill_and_dagger_club@inbox.com,0499-486861,Quill And Dagger Club,37.7975731,-122.4053221
08:00-12:00,San Francisco,5/2/17 13:08,50,Cleo Rand Ln,sullivans@inbox.com,0496-197092,Sullivans,37.728568,-122.370352
08:00-12:00,New York,8/30/17 11:51,222,W 155th St,larrys_country_inn@yahoo.com,0499-138846,Larrys Country Inn,40.8307818,-73.9411169
08:00-12:00,San Francisco,3/29/19 10:57,424,Atalaya Terrace,city_editors_association_of_philadelphia@yahoo.com,0496-041119,City Editors Association Of Philadelphia,37.7757681,-122.4474826
08:00-12:00,San Francisco,3/25/19 7:25,422,Peninsula Ave,mr_lowden@gmail.com,0496-267789,Mr. Lowden,37.7116153,-122.3990946
08:00-12:00,New York,6/30/17 5:43,152,Wall St,savoy_grill@yahoo.com,0497-606598,Savoy Grill,40.7060194,-74.0088308
08:00-12:00,San Francisco,8/25/18 9:04,375,Mountain Spring Ave,terrace_garden@gmail.com,0498-024279,Terrace Garden,37.758209,-122.448815
08:00-12:00,San Francisco,12/15/17 20:08,302,Bertha Ln,deal_golf_and_country_club@mail.com,0494-785698,Deal Golf and Country Club,37.7339245,-122.3814474
08:00-12:00,New York,7/15/17 6:19,173,W 42nd St,park_lane@outlook.com,0497-612011,Park Lane,40.7609039,-73.9984528
08:00-12:00,San Francisco,5/1/17 6:49,47,Lathrop Ave,green_mountain_restaurant_diner@gmail.com,0498-209718,Green Mountain Restaurant Diner,37.7104664,-122.398588
08:00-12:00,San Francisco,5/11/17 12:17,66,Lomita Ave,french_circle@hotmail.com,0495-007887,French Circle,37.7588607,-122.4729783
08:00-12:00,San Francisco,7/6/17 20:49,161,Upton St,hotel_empire@yahoo.com,0497-936628,Hotel Empire,37.744982,-122.400311
08:00-12:00,San Francisco,9/17/17 10:06,247,Elizabeth St,terminal_station_lunch_room@yahoo.com,0499-023944,Terminal Station Lunch Room,37.7528694,-122.4215431
08:00-12:00,San Francisco,6/2/17 14:04,109,39th Ave,stammhaus@outlook.com,0495-003335,Stammhaus,37.7551656,-122.4980539
08:00-12:00,San Francisco,1/1/18 18:29,310,Bemis St,jewelers_league_of_new_york@aol.com,0498-186979,Jewelers League Of New York,37.7374536,-122.4300852
08:00-12:00,New York,1/5/19 6:36,405,Vesey St,shezan@gmail.com,0498-702295,Shezan,40.7137964,-74.0139365
08:00-12:00,San Francisco,6/12/17 0:52,123,Milton I Ross Ln,crawfords@inbox.com,0494-658590,Crawfords,37.743945,-122.398231
08:00-12:00,New York,5/28/17 5:25,99,Sheriff St,national_republican_club_house_[?]@inbox.com,0494-369190,National Republican Club House [?],40.7166098,-73.9814951
08:00-12:00,San Francisco,12/4/17 0:13,292,Toyon Ln,chamber_of_commerce_(new_york_city?)@outlook.com,0499-298797,Chamber Of Commerce (New York City?),37.7096529,-122.4312809
12:00-20:00,San Francisco,3/18/18 11:59,336,Church St,ss_nieuw_amsterdam@yahoo.com,0496-586379,S.S. Nieuw Amsterdam,37.7672666,-122.4292613
08:00-21:00,New York,10/2/17 1:11,264,Bond St,ritz-carlton_hotel@aol.com,0499-964876,Ritz-Carlton Hotel,40.7269405,-73.9947295
08:00-21:00,New York,2/1/18 8:00,316,W 181st St,memorial_apts@hotmail.com,0496-568502,Memorial Apts.,40.8498016,-73.9348747
08:00-21:00,New York,8/17/17 0:41,207,Harlem River Dr,agora@hotmail.com,0498-440239,Agora,40.8187778,-73.934348
08:00-21:00,New York,8/19/17 9:47,212,E 50th St,(fifth_avenue_hotel?}@yahoo.com,0495-366407,(Fifth Avenue Hotel?},40.7584207,-73.9769092
12:00-20:00,San Francisco,7/12/17 16:18,169,Middle Point Rd,new_england_delegation_of_hmmba@mail.com,0499-644955,New England Delegation Of H.M.M.B.A.,37.737399,-122.379336
08:00-21:00,New York,11/29/17 4:27,288,Sullivan St,the_greenbrier@inbox.com,0494-429919,The Greenbrier,40.7275476,-74.0015004
12:00-20:00,New York,7/18/18 21:01,363,Leroy St,grunewald_hotel@outlook.com,0496-985254,Grunewald Hotel,40.5941492,-74.1867738
08:00-21:00,San Francisco,7/11/17 6:41,168,Bartlett St,new_york_library_club@mail.com,0496-516225,New York Library Club,37.7529985,-122.419639
08:00-21:00,New York,10/1/17 10:01,262,E 123rd St,the_red_onion@hotmail.com,0499-622718,The Red Onion,40.803071,-73.938371
12:00-20:00,San Francisco,9/14/17 3:06,243,Sawyer St,north_shore_country_club___main_lounge@inbox.com,0499-318356,North Shore Country Club   Main Lounge,37.7116567,-122.4150913
12:00-20:00,San Francisco,10/5/18 21:26,384,Rivera St,la_residence@hotmail.com,0495-548003,La Residence,37.7459616,-122.4946444
08:00-21:00,New York,5/25/17 9:39,91,Paladino Ave,society_of_colonial_wars_in_the_state_of_new_jersey@hotmail.com,0496-071272,Society Of Colonial Wars In The State Of New Jersey,40.7999588,-73.9303623
08:00-21:00,New York,2/4/19 13:47,411,W 22nd St,sons_of_delaware@inbox.com,0497-477821,Sons Of Delaware,40.74463,-73.9989693
08:00-21:00,New York,4/25/17 3:03,34,E 17th St,the_lyric_theatre@inbox.com,0498-370890,The Lyric Theatre,40.6509284,-73.9643401
12:00-20:00,New York,7/5/17 19:32,160,E 58th St,us_military_academy@gmail.com,0495-544104,Us Military Academy,40.6239214,-73.9196776
12:00-20:00,San Francisco,5/20/17 0:18,85,De Boom St,don_roths_blackhawk_restaurant@gmail.com,0495-750239,Don Roths Blackhawk Restaurant,37.7825988,-122.3922233
08:00-21:00,New York,8/9/17 13:04,196,W 97th St,dinner_held_by_pennsylvania_railroad@mail.com,0495-654190,Dinner Held By Pennsylvania Railroad,40.794573,-73.969468
08:00-21:00,New York,4/16/17 19:34,23,W 105th St,waldorf_hotel@hotmail.com,0497-155341,Waldorf Hotel,40.8015461,-73.9704422
12:00-20:00,San Francisco,1/7/19 6:32,407,Mission St,south_shore_country_club@outlook.com,0497-844548,South Shore Country Club,37.7086986,-122.4530082
12:00-20:00,San Francisco,7/18/17 23:55,179,Arballo Dr,cincinnati_lodge_of_elks_no_5@yahoo.com,0497-397787,Cincinnati Lodge Of Elks No. 5,37.7204499,-122.4830239
08:00-21:00,New York,8/6/17 12:10,190,E 52nd St,old_prague_restaurant@mail.com,0496-342584,Old Prague Restaurant,40.7590733,-73.9745502
08:00-21:00,San Francisco,5/7/17 8:47,54,Tapia Dr,medical_society_of_the_state_of_new_york@outlook.com,0497-233506,Medical Society Of The State Of New York,37.7204836,-122.4813307
08:00-21:00,San Francisco,12/15/17 12:08,301,Battery Blaney Rd - Golden Gate National Recreation Area,celtic_club@yahoo.com,0498-001127,Celtic Club,None,None
12:00-20:00,San Francisco,5/13/17 22:45,71,Alma St,lafayette_hotel@yahoo.com,0494-673468,Lafayette Hotel,37.7630353,-122.4508163
08:00-21:00,New York,5/10/17 0:08,62,W 94th St,hotel_cecil@gmail.com,0499-726854,Hotel Cecil,40.7927019,-73.9711901
12:00-20:00,San Francisco,4/5/17 4:59,3,Lassen Alley,"[the_waldorf_astoria_hotel_(new_york,_ny)]@yahoo.com",0495-004404,"[The Waldorf Astoria Hotel (New York, N.Y.)]",None,None
08:00-21:00,San Francisco,8/5/18 19:51,369,Chenery St,club_venus@gmail.com,0499-058417,Club Venus,37.738358,-122.426076
12:00-20:00,San Francisco,8/9/17 19:03,197,21st St,hong_kong_restaurant@mail.com,0499-499869,Hong Kong Restaurant,37.7562928,-122.427042
12:00-20:00,San Francisco,4/6/17 21:39,5,Christmas Tree Point Rd,the_spalding@yahoo.com,0496-025089,The Spalding,37.7545434,-122.44683608950791
12:00-20:00,San Francisco,6/18/18 8:52,357,Joost Ave,police_department_of_the_city_of_new_york@hotmail.com,0496-870962,Police Department Of The City Of New York,37.7323673,-122.4352854
