,price,restaurant_id,data_id,name,cost,profit
580,35.2,314,2073,"Southwestern Chicken Salad:  Cajun Chicken, Corn Salad, Black Bean Salsa over Mixed Greens ... 5.95",23.02796145805018,12.172038541949824
581,28.6,140,937,Half a 1 1/2 lb. Lobster Cocktail,23.02796145805018,5.572038541949823
582,20.0,421,2769,Cheesecake Sorbet with fresh berries and strawberry coulis,23.02796145805018,-3.0279614580501786
583,17.6,357,2347,Fried Scallops (10) w. Plain Fried Rice,23.02796145805018,-5.427961458050177
584,20.5,156,1043,"Onion Strings. Thinly sliced, battered and fried",23.02796145805018,-2.5279614580501786
585,22.5,78,498,"Byron, Pinot Noir, Santa Maria Valley, USA 1997",23.02796145805018,-0.5279614580501786
586,22.1,249,1640,Fresh Shrimp Chow Fun,23.02796145805018,-0.9279614580501772
587,30.5,101,667,Asian Chicken Salad,23.02796145805018,7.472038541949821
588,31.5,268,1762,Vegetable  Small - three selections,23.02796145805018,8.472038541949821
589,29.6,178,1192,"CASSOULET, J.J. Rachou recipe",23.02796145805018,6.572038541949823
590,19.8,6,41,Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bearnaise sauce,23.02796145805018,-3.227961458050178
591,16.5,143,955,edamame,23.02796145805018,-6.527961458050179
592,20.5,372,2439,Joes Deep Dish Apple Pie,23.02796145805018,-2.5279614580501786
593,29.1,385,2521,Ravenswood 96 Vintners Blend Zinfandel (CA),23.02796145805018,6.072038541949823
594,23.9,56,355,"Cabernet Sauvignon, Girard, 1996. (Napa Valley)",23.02796145805018,0.87203854194982
595,22.7,101,663,Avocado Stuffed with Crabmeat,23.02796145805018,-0.3279614580501793
596,25.5,0,0,Drambuie,23.02796145805018,2.4720385419498214
597,24.9,90,577,Homemade Iced Tea  or Lemonade ... 1.65/1.95,23.02796145805018,1.87203854194982
598,23.2,135,905,"San Felipe Style Fish Tacos, fresh whitefish, Daves secret sauce, cabbage, pico de gallo, and white and yellow cheddar served in 2 soft corn tortillas and accompanied by guacamole, cilantro rice and pinto beans",23.02796145805018,0.1720385419498207
599,28.1,341,2237,"Sauvignon Blanc, Goldwater Dog Point, 1999, NZ (Wine Spectator Rating 90)",23.02796145805018,5.072038541949823
600,18.0,344,2260,Eggs Benedict with Smoked Salmon,23.02796145805018,-5.027961458050179
601,15.8,35,232,Apples,23.02796145805018,-7.227961458050178
602,24.1,269,1769,"CAJUN FRIED POPCORN SHRIMP, with Creole Sauce",23.02796145805018,1.0720385419498228
603,18.4,190,1262,Tofu Honey Pie. tofu with Cream Cheese and Blueberry Topping,23.02796145805018,-4.62796145805018
604,20.7,223,1466,Mussels Au Gratin. With garlic,23.02796145805018,-2.3279614580501793
605,23.7,235,1551,Chicken Breast,23.02796145805018,0.6720385419498207
606,28.2,354,2326,Buffalo Chicken Wings,23.02796145805018,5.172038541949821
607,27.5,269,1774,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE",23.02796145805018,4.472038541949821
608,21.8,320,2108,"Classic Sangiovese, Atlas Peak",23.02796145805018,-1.2279614580501779
609,27.6,237,1563,"Pinot Noir, Acacia, 1999.  (Carneros)",23.02796145805018,4.572038541949823
610,28.9,183,1223,Bittersweet and white chocolate cream with fresh fruit sauce,23.02796145805018,5.87203854194982
611,29.7,181,1209,Roasted Almonds,23.02796145805018,6.672038541949821
612,14.8,8,53,Chicken Fried Rice,23.02796145805018,-8.227961458050178
613,28.4,418,2748,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini,23.02796145805018,5.37203854194982
614,22.3,116,785,"Shrimp & Chicken, Hunan Style Jumbo shrimp & chicken sauteed w. baby corn, straw mushrooms, red pepper & garden vegetable in Hunan style.",23.02796145805018,-0.7279614580501779
615,37.5,323,2121,Mashed Potatoes,23.02796145805018,14.472038541949821
616,17.5,384,2518,Dannon Fat Free Yogurt ... 1.50,23.02796145805018,-5.527961458050179
617,27.6,352,2313,Charles River Pie,23.02796145805018,4.572038541949823
618,23.7,169,1135,"Assorted Dinner. Shrimp, Scallops & three cuts of Fish",23.02796145805018,0.6720385419498207
619,15.1,126,853,MARYLAND CRAB CAKE,23.02796145805018,-7.927961458050179
620,24.6,181,1212,641 Inniskillin Ice Wine 2001 Sparkling,23.02796145805018,1.5720385419498228
621,22.7,124,842,"Brunello Di Montalcino, Altesino 1993 DOCG (Tuscany)",23.02796145805018,-0.3279614580501793
622,21.1,210,1382,Beef w. Mixed Vegetables,23.02796145805018,-1.9279614580501772
623,32.4,414,2714,Bloody Mary,23.02796145805018,9.37203854194982
624,15.0,161,1079,"Dolcetto DAlba, Guiseppe Cortese 1996 DOC (Piedmont)",23.02796145805018,-8.027961458050179
625,27.6,403,2638,Grilled Chicken Sandwich. Topped with melted Cheese and crisp Bacon,23.02796145805018,4.572038541949823
626,28.1,328,2161,San Pellegrino Sparkling Water,23.02796145805018,5.072038541949823
627,18.1,108,718,Rib Tips w. Garlic Sauce,23.02796145805018,-4.927961458050177
628,10.1,367,2409,"Chardonnay, Ariel, N.V. 2% alcohol (California)",23.02796145805018,-12.927961458050179
629,13.6,26,170,Grillatti Di Verdura ASSORTED GRILLED VEGETABLES,23.02796145805018,-9.427961458050179
630,30.7,314,2066,Open Grilled Cheese Sandwich with Tomato and Bacon,23.02796145805018,7.672038541949821
631,10.6,88,570,"RIESLING, DOMAINE PAUL BLANCK 96",23.02796145805018,-12.427961458050179
632,20.8,271,1787,Lake Tung Ting Shrimp Shrimp w. Chinese vegetable & black bean in hot egg sauce,23.02796145805018,-2.227961458050178
633,18.8,104,689,"Mexicano - latte, chocolate sauce & whipped cream",23.02796145805018,-4.227961458050178
634,27.4,353,2320,"Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable.",23.02796145805018,4.37203854194982
635,22.9,124,839,ginger creme brulee,23.02796145805018,-0.12796145805018
636,14.0,367,2406,"Saint-Romaine, Sous le Chateau, V. Girardin, 1999. (Burgundy)",23.02796145805018,-9.027961458050179
637,31.7,374,2456,Chicken Liver and Foie Gras Mousse with red onion confit and grilled country bread,23.02796145805018,8.67203854194982
638,17.9,97,637,Beef w. Mixed Vegetables,23.02796145805018,-5.12796145805018
639,28.4,43,272,Atlantic Oysters,23.02796145805018,5.37203854194982
640,15.0,160,1070,Roast Pork Yaga Mein,23.02796145805018,-8.027961458050179
641,28.3,275,1812,Cream of Cauliflower Soup,23.02796145805018,5.272038541949822
642,25.5,414,2716,New York Style Cheesecake With strawberry sauce,23.02796145805018,2.4720385419498214
643,24.8,141,942,Orangina ... 1.50,23.02796145805018,1.7720385419498221
644,29.4,272,1793,"Merlot, Newton 95",23.02796145805018,6.37203854194982
645,14.9,99,646,"Stonestreet, Alexander Val. 1994, Napa",23.02796145805018,-8.127961458050178
646,25.3,226,1486,Grilled Dry Aged Rib Eye Steak,23.02796145805018,2.272038541949822
647,21.7,308,2033,Pork w. Mixed Veg,23.02796145805018,-1.3279614580501793
648,15.0,79,509,Quady Essensia 95,23.02796145805018,-8.027961458050179
649,19.2,101,662,Roasted Chicken and Wild Greens,23.02796145805018,-3.8279614580501793
650,22.9,407,2670,"Veuve Cliquot, La Grande Dame, 1989",23.02796145805018,-0.12796145805018
651,26.1,416,2728,"Gruet, Brut, NV. (New Mexico)",23.02796145805018,3.072038541949823
652,24.6,12,85,Chicken Liver Toast,23.02796145805018,1.5720385419498228
653,34.5,23,156,Jalapeno Smoked Salmon,23.02796145805018,11.472038541949821
654,27.0,315,2077,American,23.02796145805018,3.9720385419498214
655,32.6,162,1083,Shrimp Chow Mein,23.02796145805018,9.572038541949823
656,27.2,124,841,Chicken Mulligatawny,23.02796145805018,4.172038541949821
657,34.2,343,2254,San Pallegrino,23.02796145805018,11.172038541949824
658,27.3,261,1716,Roast Pork Chow Fun,23.02796145805018,4.272038541949822
659,32.9,332,2192,Ice Cream Sundae,23.02796145805018,9.87203854194982
660,15.0,363,2381,PLUM TORTE,23.02796145805018,-8.027961458050179
661,31.8,388,2537,"Pollo Tre colori BREAST OF CHICKEN WITH BRAISED RADICCHIO, ARUGOLA, ENDIVE & PLUM TOMATOES",23.02796145805018,8.772038541949822
662,24.1,9,59,Beef Chop Suey,23.02796145805018,1.0720385419498228
663,17.8,241,1591,Mixed Vegetable Delight,23.02796145805018,-5.227961458050178
664,27.0,277,1825,"Valpolicella, Quintarelli 1991 DOC (Veneto)",23.02796145805018,3.9720385419498214
665,24.5,172,1149,"Apple Fruit Spritzer - Apple juice, club soda & a twist of lime",23.02796145805018,1.4720385419498214
666,19.6,176,1178,Shrimp w. String Bean,23.02796145805018,-3.427961458050177
667,13.0,109,729,"Apple Fruit Spritzer - Apple juice, club soda & a twist of lime",23.02796145805018,-10.027961458050179
668,27.6,397,2601,Roasted Baby Lamb Chops: full rack of herb crusted baby chops & three vegetable antipasti,23.02796145805018,4.572038541949823
669,25.2,383,2512,Fried Scallops (10) w. French Fries,23.02796145805018,2.1720385419498207
670,21.4,58,372,"Jean Lallement: Champagne, Pinot Noir, Chardonnay",23.02796145805018,-1.62796145805018
671,22.1,107,713,"Pinot Noir, Chalone, 1999. (Monterey)",23.02796145805018,-0.9279614580501772
672,13.5,402,2637,Kenwood 96 Sauvignon Blanc (Sonoma),23.02796145805018,-9.527961458050179
673,23.7,284,1872,"Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts",23.02796145805018,0.6720385419498207
674,27.3,149,999,Gundellini Champagne aperitif,23.02796145805018,4.272038541949822
675,12.5,79,510,"Rosso Del Conte, Regaleali 92",23.02796145805018,-10.527961458050179
676,20.0,283,1864,"ROASTED HALIBUT roasted tomatoes, caper berries, green olives & thyme",23.02796145805018,-3.0279614580501786
677,26.9,101,666,Mixed Vegetable Chow Fun,23.02796145805018,3.87203854194982
678,30.8,300,1981,Iced Cappuccino,23.02796145805018,7.772038541949822
679,19.1,3,26,"Antipasti Fellinis CLAMS, MUSSELS, SQUID, SHRIMP, STUFFED MUSHROOMS & EGGPLANT ROLLANTINO",23.02796145805018,-3.927961458050177
680,17.3,60,382,"Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma)",23.02796145805018,-5.727961458050178
681,16.3,131,881,Warm Goat Cheese and Grilled Vegetable Salad,23.02796145805018,-6.727961458050178
682,25.1,122,825,CHILLED BUTTERNUT SQUASH SOUP WITH DILL,23.02796145805018,2.072038541949823
683,15.1,267,1760,"Vongole Pizza - clams, mozzarella & pepperoncino",23.02796145805018,-7.927961458050179
684,14.4,327,2149,Samuel Smith Pale Ale,23.02796145805018,-8.627961458050178
685,28.6,100,652,"Oysters Legal. Baked with Spinach, Cheese & Crumbs",23.02796145805018,5.572038541949823
686,32.5,145,966,"LUGANA, D.O.C. F.LLI FRACCAROLI, 1986",23.02796145805018,9.472038541949821
687,22.5,29,186,grilled baby squid with marinated cucumber and spicy miso sauce,23.02796145805018,-0.5279614580501786
688,21.1,305,2010,Mango Sorbet,23.02796145805018,-1.9279614580501772
689,14.2,118,797,"Caymus Special Select, 1994",23.02796145805018,-8.82796145805018
690,38.9,377,2474,Camembert,23.02796145805018,15.87203854194982
691,13.9,380,2495,"Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE",23.02796145805018,-9.127961458050178
692,8.6,173,1157,"Meritage, Trilogy, Flora Springs, 1997. (Napa Valley)",23.02796145805018,-14.427961458050179
693,27.2,149,1000,Beef Fried Rice,23.02796145805018,4.172038541949821
694,24.5,240,1584,Unfiltered Apple Juice,23.02796145805018,1.4720385419498214
695,12.8,18,122,Marinated Olives,23.02796145805018,-10.227961458050178
696,30.5,151,1010,DIET COKE,23.02796145805018,7.472038541949821
697,29.1,36,235,Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bÃƒÂ©arnaise sauce,23.02796145805018,6.072038541949823
698,8.9,195,1295,"Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth",23.02796145805018,-14.127961458050178
699,24.3,303,1997,Cappuccino,23.02796145805018,1.2720385419498221
700,21.4,409,2678,"Gewurtzraminer, Beringer",23.02796145805018,-1.62796145805018
701,9.8,31,199,Subgum Chicken Chow Mein,23.02796145805018,-13.227961458050178
702,16.4,160,1071,Glenlivet,23.02796145805018,-6.62796145805018
703,26.8,393,2574,Hot & Spicy Shreeded Chicken,23.02796145805018,3.772038541949822
704,14.6,10,71,"Frogs Leap, 1995, Napa",23.02796145805018,-8.427961458050179
705,28.5,6,38,Brie,23.02796145805018,5.472038541949821
706,18.0,336,2212,"Special Pastrami Maki Rolls - pastrami salmon, sturgeon, cucumber, avocado",23.02796145805018,-5.027961458050179
707,13.2,173,1160,Spicy Shandong Baked Bluefish. With Sugar Snap peas and Jasmine Rice,23.02796145805018,-9.82796145805018
708,24.5,297,1956,Mixed field greens in a sherry vinaigrette,23.02796145805018,1.4720385419498214
709,29.8,193,1283,Sauteed Broccoli w. Garlic Sauce,23.02796145805018,6.772038541949822
710,25.4,412,2698,2004 MERLOT California Blackstone,23.02796145805018,2.37203854194982
711,20.0,288,1908,"Insalata Tre colori ENDIVE, ARUGOLA & RADICCHIO",23.02796145805018,-3.0279614580501786
712,16.3,63,399,Green Salad,23.02796145805018,-6.727961458050178
713,20.0,39,252,GNOCCHI CON FEGATINI DI POLLO chicken livers,23.02796145805018,-3.0279614580501786
714,34.2,287,1896,Arctic Char,23.02796145805018,11.172038541949824
715,25.9,168,1128,Plain Lobster Sauce,23.02796145805018,2.87203854194982
716,14.3,186,1245,"CLOS DES MOUCHES, CHANSON 92",23.02796145805018,-8.727961458050178
717,27.8,58,374,Baked Potato,23.02796145805018,4.772038541949822
718,23.1,65,418,"Brundlmayer: Austria, Pinot Noir, Pinot Blanc",23.02796145805018,0.07203854194982284
719,26.5,12,81,"Pierre Gimonnet: Champagne, Chardonnay, 99",23.02796145805018,3.4720385419498214
720,11.2,67,433,Chicken w. Broccoli in Garlic Sauce,23.02796145805018,-11.82796145805018
721,19.9,338,2224,"Southern Fried Quail with Greens, Huckleberries, Pecans & Blue Cheese",23.02796145805018,-3.12796145805018
722,36.2,416,2732,GELATI FATTI IN CASA,23.02796145805018,13.172038541949824
723,24.5,62,396,Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip,23.02796145805018,1.4720385419498214
724,25.9,316,2080,Joes Caesar Salad,23.02796145805018,2.87203854194982
725,13.5,185,1238,"Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing",23.02796145805018,-9.527961458050179
726,32.8,323,2125,Unfiltered Apple Juice,23.02796145805018,9.772038541949819
727,15.5,178,1186,Shredded Pork w. String Beans,23.02796145805018,-7.527961458050179
728,16.6,115,777,Chocolate Raspberry Cake,23.02796145805018,-6.427961458050177
729,31.8,264,1738,Shellfish Platter,23.02796145805018,8.772038541949822
730,30.0,192,1277,Orangina ... 1.50,23.02796145805018,6.972038541949821
731,30.1,40,256,Rice Pudding ... 2.50,23.02796145805018,7.072038541949823
732,17.3,248,1632,Hot & Spicy Chicken,23.02796145805018,-5.727961458050178
733,19.9,39,247,"Seafood Linguini - lobster, salmon, shrimp, clams, snapper, mahi mahi",23.02796145805018,-3.12796145805018
734,19.4,8,52,TOASTED ORANGE SAVARIN,23.02796145805018,-3.62796145805018
735,19.9,47,298,111- Moet & Chandon Brut Imperial N/V,23.02796145805018,-3.12796145805018
736,25.2,208,1371,Beef w. Mixed Vegetables,23.02796145805018,2.1720385419498207
737,15.9,97,632,ONION SOUP gratinee,23.02796145805018,-7.127961458050178
738,19.3,363,2380,Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip,23.02796145805018,-3.727961458050178
739,25.0,252,1662,Mushroom Egg Foo Young,23.02796145805018,1.9720385419498214
740,30.9,220,1443,"SHREDDED MELODY  Shredded Soy Gluten Sauteed with Celery, Carrots, Zucchini and Pine Nuts in a Spicy Sweet Sauce (Taro Spring Roll, Brown Rice)",23.02796145805018,7.87203854194982
741,28.2,189,1259,Chicken w. Garlic Sauce,23.02796145805018,5.172038541949821
742,34.3,168,1124,Subgum Shrimp Chow Mein,23.02796145805018,11.272038541949819
743,18.2,256,1687,"STURGEON SCHNITZEL, OUR SPECIALTY, WITH CUCUMBER SALAD AND SAUCE REMOULADE",23.02796145805018,-4.827961458050179
744,11.9,391,2563,"Viognier, Alban Vineyards, 1998 (Central Coast)",23.02796145805018,-11.127961458050178
745,34.0,251,1658,"Ferrando: Piedmont, Erbaluce",23.02796145805018,10.972038541949821
746,20.8,190,1263,"Warm asparagus, vinaigrette",23.02796145805018,-2.227961458050178
747,11.2,170,1141,"After 10 pm- American Cheese Burger bacon, crispy onions & fries",23.02796145805018,-11.82796145805018
748,22.3,7,49,Steamed Broccoli w. Shrimp & Chicken,23.02796145805018,-0.7279614580501779
749,13.1,63,406,"Macon Villages, Bourdon V. Vignes  1996",23.02796145805018,-9.927961458050179
750,19.0,203,1342,"Caymus Special Select, 1994",23.02796145805018,-4.027961458050179
751,30.1,93,603,Cappuccino,23.02796145805018,7.072038541949823
752,26.7,36,233,China Black Iced Tea,23.02796145805018,3.6720385419498207
753,24.9,412,2703,French Dressing,23.02796145805018,1.87203854194982
754,13.1,351,2307,Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip,23.02796145805018,-9.927961458050179
755,26.5,233,1530,"Sauvignon Blanc, Chateau Souverain",23.02796145805018,3.4720385419498214
756,15.0,142,949,"Pomerol, Chateau Lagrance 94",23.02796145805018,-8.027961458050179
757,24.1,312,2057,Desserts,23.02796145805018,1.0720385419498228
758,31.7,224,1474,"Crispy Chicken Wings w. Garlic Sauce, w. Chicken Fried Rice",23.02796145805018,8.67203854194982
759,28.5,151,1011,"Wraps: W4  Chicken Fajita Black Beans, Vermont Cheddar & Monterey Jack Cheese, Chopped Tomato & Avocado ... 6.25",23.02796145805018,5.472038541949821
760,29.8,12,83,"Four Seasons Jumbo shrimp, lobster, chicken, roast pork sauteed w. broccoli, red pepper, baby corn & waterchestnuts in a delicious brown sauce.",23.02796145805018,6.772038541949822
761,27.2,365,2393,Pork w. Mixed Veg,23.02796145805018,4.172038541949821
762,32.8,16,114,Beef w. Mixed Veg,23.02796145805018,9.772038541949819
763,19.1,18,124,OUR VERY OWN APRICOT SORBET,23.02796145805018,-3.927961458050177
764,25.6,114,769,"Veuve Cliquot, La Grande Dame, 1989",23.02796145805018,2.572038541949823
765,22.7,272,1795,Chocolate Milk ... 1.50,23.02796145805018,-0.3279614580501793
766,33.4,204,1347,"Foreau: Vouvray, Chenin Blanc",23.02796145805018,10.37203854194982
767,19.4,257,1694,Grilled Chicken Sandwich. Topped with melted Cheese and crisp Bacon,23.02796145805018,-3.62796145805018
768,18.5,380,2493,Moo Shu Beef w. 4 Pancakes,23.02796145805018,-4.527961458050179
769,20.8,370,2431,Carrot Cake Square,23.02796145805018,-2.227961458050178
770,24.4,322,2120,Fresh Black Squid Ink Linguini with shrimp in spicy marinara sauce,23.02796145805018,1.37203854194982
771,10.7,318,2094,"Cabernet Sauvignon, Rabbit Ridge",23.02796145805018,-12.32796145805018
772,34.9,295,1946,Joes Blackened Grilled Potatoes,23.02796145805018,11.87203854194982
773,22.4,389,2546,Chicken Egg Foo Young,23.02796145805018,-0.62796145805018
774,30.4,134,899,Tea,23.02796145805018,7.37203854194982
775,11.1,108,719,AMERICANO,23.02796145805018,-11.927961458050179
776,20.5,30,195,Gouden Carolus,23.02796145805018,-2.5279614580501786
777,31.4,33,213,Half-Sandwich (Curried Chicken Salad) and Soup of the Day,23.02796145805018,8.37203854194982
778,19.7,82,528,China Black Iced Tea,23.02796145805018,-3.3279614580501793
779,12.8,276,1819,114- Prosecco Brut N/V Zardetto,23.02796145805018,-10.227961458050178
780,20.2,401,2628,Butterfly Shrimp w. Bacon,23.02796145805018,-2.8279614580501793
781,30.5,113,758,"ENDIVE SALAD WITH GRAPES, PEARS, WALNUTS AND CRUMBLED STILTON",23.02796145805018,7.472038541949821
782,28.2,265,1747,"Fresh Oysters from Diamond Point,  N. Y",23.02796145805018,5.172038541949821
783,25.3,261,1718,Sliced Chicken Breast Sandwich,23.02796145805018,2.272038541949822
784,27.6,105,693,Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen,23.02796145805018,4.572038541949823
785,21.5,56,356,Evian,23.02796145805018,-1.5279614580501786
786,15.6,230,1510,SOFT SHELL CRAB SANDWICH ON TOASTED RYE BREAD WITH SAUCE TARTARE,23.02796145805018,-7.427961458050179
787,24.1,329,2172,THE ORIGINAL ILONA TORTE,23.02796145805018,1.0720385419498228
788,20.4,332,2189,Mustard Crusted Tuna Teriyaki,23.02796145805018,-2.62796145805018
789,16.7,278,1832,Veal Chop with Wild Mushrooms & Potato Gnocchi,23.02796145805018,-6.327961458050179
790,34.7,398,2604,"SAMPLER OR OUR LENTIL, CUCUMBER & POTATO SALADS",23.02796145805018,11.672038541949824
791,22.7,306,2018,Fortune Cookies,23.02796145805018,-0.3279614580501793
792,24.2,326,2147,"Clay Pot Roasted Baby Chicken, carrots, zucchini, peppers & roasted potatoes",23.02796145805018,1.1720385419498207
793,19.8,108,717,Kunde 96 Chardonnay (Sonoma),23.02796145805018,-3.227961458050178
794,24.7,93,604,"Scallop & Chicken Sliced chicken & round scallops sauteed w. snow pea pods, baby corn, straw mushroom in brown sauce. A real treat!",23.02796145805018,1.6720385419498207
795,32.2,263,1730,Fantasia Di Mari SEAFOOD SALAD,23.02796145805018,9.172038541949824
796,26.2,288,1903,"Vernaccia di San Gimignano, Tuscany Teruzzi Puthod 1996",23.02796145805018,3.1720385419498207
797,19.2,116,786,"Canoe Ridge, Merlot, Columbia Valley, USA 1997",23.02796145805018,-3.8279614580501793
798,19.0,110,739,Grgich Hills 1995 Napa,23.02796145805018,-4.027961458050179
799,22.6,129,870,Half-Sandwich (Curried Chicken Salad) and Soup of the Day,23.02796145805018,-0.42796145805017716
800,27.4,311,2050,Open Grilled Cheese Sandwich with Tomato and Bacon,23.02796145805018,4.37203854194982
801,39.7,413,2711,Veal Chop with Wild Mushrooms & Potato Gnocchi,23.02796145805018,16.672038541949824
802,13.3,82,529,Sandeman Don Fino Dry Sherry,23.02796145805018,-9.727961458050178
803,19.0,251,1659,Chocolate Raspberry Cake,23.02796145805018,-4.027961458050179
804,30.4,296,1952,FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI,23.02796145805018,7.37203854194982
805,14.2,367,2407,Guinness,23.02796145805018,-8.82796145805018
806,15.6,205,1352,Chow Gai Kew (Chicken) Deep fried chicken w. Chinese vegetables,23.02796145805018,-7.427961458050179
807,8.6,305,2011,Rhode Island Fried Calamari. Hot Peppers & Garlic,23.02796145805018,-14.427961458050179
808,20.6,359,2361,Hanger Steak,23.02796145805018,-2.427961458050177
809,22.4,3,21,"Tarte FlambÃƒÂ©e - Alsatian thin crust tart with crÃƒÂ¨me fraÃƒÂ®che, onion and applewood smoked bacon",23.02796145805018,-0.62796145805018
810,18.4,97,634,"MENETOU SALON, CLOS BLANCHAIS, HENRY TELLE 96",23.02796145805018,-4.62796145805018
811,33.2,255,1684,Bar-B-Q Spare Ribs,23.02796145805018,10.172038541949824
812,39.9,423,2783,Fraise,23.02796145805018,16.87203854194982
813,29.4,328,2164,"SautÃƒÂ©ed Skate with haricots verts, shallots, chives and a hazelnut brown butter",23.02796145805018,6.37203854194982
814,24.8,347,2287,"Cabernet, Pedroncelli",23.02796145805018,1.7720385419498221
815,18.9,141,943,"Balthazar Salad with haricots verts, asparagus, fennel, ricotta salata and truffle vinaigrette",23.02796145805018,-4.12796145805018
816,13.8,128,862,Moo Shu Chicken w. 4 Pancakes,23.02796145805018,-9.227961458050178
817,16.3,130,875,"Mexicano - latte, chocolate sauce & whipped cream",23.02796145805018,-6.727961458050178
818,16.8,60,381,"Sauvignon Blanc, Goldwater Dog Point, 1999, NZ (Wine Spectator Rating 90)",23.02796145805018,-6.227961458050178
819,33.8,209,1374,Fresh Shrimp Fried Rice,23.02796145805018,10.772038541949819
820,30.3,273,1798,Mushroom and Cheese Pizza,23.02796145805018,7.272038541949822
821,24.8,365,2392,Roasted Chicken and Wild Greens,23.02796145805018,1.7720385419498221
822,32.3,132,887,Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95,23.02796145805018,9.272038541949819
823,18.6,152,1014,Burger,23.02796145805018,-4.427961458050177
824,35.3,114,772,OYSTERS:  Malpeque,23.02796145805018,12.272038541949819
825,20.3,70,452,"Trout Provencal. Sauteed with diced Tomatoes, Mushrooms and Garlic...with Rice",23.02796145805018,-2.727961458050178
826,27.5,344,2257,Bar-B-Q Spare Ribs,23.02796145805018,4.472038541949821
827,22.1,225,1480,Fresh Fruit Cup,23.02796145805018,-0.9279614580501772
828,14.4,137,918,Fresh Fried Onion Rings,23.02796145805018,-8.627961458050178
829,22.3,157,1049,"Sauvignon Blanc, Honig, 1999 (Napa Valley)",23.02796145805018,-0.7279614580501779
830,21.8,153,1023,Unfiltered Apple Juice,23.02796145805018,-1.2279614580501779
831,24.6,352,2311,PENNE WITH A WILD MUSHROOM SAUCE,23.02796145805018,1.5720385419498228
832,27.6,221,1450,"Moet & Chandon, Brut Imperial, 1992",23.02796145805018,4.572038541949823
833,29.2,76,483,Moo Shu Pork w. 4 Pancakes,23.02796145805018,6.172038541949821
834,21.5,81,524,"CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96",23.02796145805018,-1.5279614580501786
835,37.4,398,2606,Lobster Chop Suey,23.02796145805018,14.37203854194982
836,33.7,395,2588,"SPICY CAESAR SALAD WITH A ROASTED CORN, GARLIC CITRUS DRESSING, SOFT SAMBAL CHILI POLENTA CROUTONS AND WHITE CHEDDAR CHEESE",23.02796145805018,10.672038541949824
837,26.4,303,1992,Pork Tonnata with Arugula,23.02796145805018,3.37203854194982
838,16.4,14,97,112- Veuve Cliquot Brut N/V,23.02796145805018,-6.62796145805018
839,13.4,85,548,La Chiripada 97 Reserve Riesling (NM),23.02796145805018,-9.627961458050178
840,21.5,374,2461,"First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads",23.02796145805018,-1.5279614580501786
841,29.9,321,2113,"Chardonnay, Edna Valley Vineyard, 1999, (California)",23.02796145805018,6.87203854194982
842,15.1,130,873,"Arugula Salad chopped tomato, fennel, shaved parmigiano",23.02796145805018,-7.927961458050179
843,17.5,206,1359,Banoffee,23.02796145805018,-5.527961458050179
