,opening_hours,city,creation_date,data_id,street,email,phone_number,name,address,lat,lon,revenue,cost_of_goods,cost_of_labor_month,fixed_costs_month,cost_of_labor_total,fixed_costs_total
95,12:00-23:00,New York,10/1/17 18:57,263.0,Nathan D Perlman Pl,hotel_chittenden@outlook.com,0494-564699,Hotel Chittenden,"Nathan D Perlman Pl, New York",40.7338269,-73.9828228,61451.5,3729.48,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
96,12:00-23:00,New York,8/30/17 23:45,223.0,W 124th St,alumni_association_of_public_school_no26@outlook.com,0494-317597,Alumni Association Of Public School No.26,"W 124th St, New York",40.8070675,-73.9459054,61313.2,9286.635,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
97,12:00-23:00,New York,9/2/17 10:04,229.0,Gramercy Park N,deutsche_gesandtschaft@gmail.com,0494-127280,Deutsche Gesandtschaft,"Gramercy Park N, New York",40.737913,-73.9849697,62403.6,7384.319999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
98,12:00-23:00,New York,9/29/17 2:17,259.0,W 176th St,chambre_de_commerce_francaise_de_new_york@outlook.com,0498-709834,Chambre De Commerce Francaise De New York,"W 176th St, New York",40.8487037,-73.9144597,55091.3,9108.449999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
99,12:00-23:00,San Francisco,5/19/17 7:55,83.0,Riverside Dr,norge_hotel@hotmail.com,0497-550012,Norge Hotel,"Riverside Dr, San Francisco",14.647918,121.0128228,64436.5,5958.165,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
100,12:00-23:00,New York,5/20/17 6:48,86.0,Stuyvesant St,the_hotel_roosevelt@inbox.com,0497-436123,The Hotel Roosevelt,"Stuyvesant St, New York",40.7299286,-73.9887994,65067.3,8642.745,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
101,12:00-23:00,San Francisco,3/2/18 2:05,326.0,Spruce St,patricia_murphys_candlelight_restaurants@gmail.com,0496-780723,Patricia Murphys Candlelight Restaurants,"Spruce St, San Francisco",37.7882307,-122.4537871,47601.4,8383.32,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
102,12:00-23:00,New York,8/17/17 21:24,208.0,W 174th St,toyo_kisen_kaisha__hong_kong_maru@hotmail.com,0497-231028,Toyo Kisen Kaisha  Hong Kong Maru,"W 174th St, New York",40.8468757,-73.9205223,73532.7,10477.529999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
103,12:00-23:00,New York,12/28/17 12:42,309.0,W 154th St,ideal_dining_and_lunch_room@outlook.com,0497-457228,Ideal Dining And Lunch Room,"W 154th St, New York",40.8284482,-73.9376583,52658.2,9646.125,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
104,12:00-23:00,New York,6/16/17 13:15,138.0,3rd Pl,park_lane@aol.com,0498-053394,Park Lane,"3rd Pl, New York",40.7075309,-74.0172542,77518.4,9167.625,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
105,12:00-23:00,New York,8/11/17 19:26,198.0,W 163rd St,spengers_fish_grotto@yahoo.com,0498-676339,Spengers Fish Grotto,"W 163rd St, New York",40.8358804,-73.9378384,62921.799999999996,18977.73,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
106,12:00-23:00,New York,3/7/18 14:57,331.0,W 154th St,ex_libris@mail.com,0495-086547,Ex Libris,"W 154th St, New York",40.8284482,-73.9376583,47645.7,5689.7699999999995,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
107,12:00-23:00,New York,8/18/17 18:50,210.0,Renwick St,society_of_medical_jurisprudence@outlook.com,0498-605486,Society Of Medical Jurisprudence,"Renwick St, New York",41.494308,-74.009085,68058.9,9161.625,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
108,12:00-23:00,New York,11/14/17 18:12,280.0,W 123rd St,taillevent@outlook.com,0495-037238,Taillevent,"W 123rd St, New York",40.8100609,-73.9549689,54526.299999999996,3340.4249999999997,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
109,12:00-23:00,New York,11/16/17 17:32,282.0,Avenue D,"personal_friends,_business_associates,_and_citizens@aol.com",0497-141419,"Personal Friends, Business Associates, And Citizens","Avenue D, New York",40.7258427,-73.9744625,48734.200000000004,3695.7749999999996,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
110,12:00-23:00,San Francisco,6/23/17 7:36,145.0,Pearl St,cocoanut_grove@inbox.com,0494-400826,Cocoanut Grove,"Pearl St, San Francisco",37.7706611,-122.4239051,78868.9,4674.06,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
111,12:00-23:00,New York,6/30/17 11:41,153.0,Hay Rd,eastern_hotel@gmail.com,0495-942778,Eastern Hotel,"Hay Rd, New York",40.6910788,-74.0187025,77312.3,9340.035,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
112,12:00-23:00,New York,2/25/19 4:14,416.0,Hamilton Pl,hotel_cecil@outlook.com,0498-426305,Hotel Cecil,"Hamilton Pl, New York",40.8227004,-73.9512138,5235.0,13446.855,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
113,12:00-23:00,New York,8/27/17 2:45,216.0,59th St Bridge,hotel_pontchartrain@hotmail.com,0499-317476,Hotel Pontchartrain,"59th St Bridge, New York",40.75573085,-73.95188400365261,67302.8,7649.235,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
114,12:00-23:00,New York,11/17/17 8:37,284.0,Roosevelt Island Bridge,haans@inbox.com,0495-368488,Haans,"Roosevelt Island Bridge, New York",40.7638183,-73.9464964,55106.6,18244.395,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
115,12:00-23:00,New York,1/27/18 8:00,315.0,Penn Plaza,safari_hotel@mail.com,0494-511657,Safari Hotel,"Penn Plaza, New York",40.8931283,-73.8205375,54315.0,3541.515,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
116,12:00-23:00,San Francisco,9/7/17 9:47,236.0,E 9th St,german_savings_bank_of_brooklyn@hotmail.com,0497-307601,German Savings Bank Of Brooklyn,"E 9th St, San Francisco",37.7742034,-122.4121657,56856.299999999996,5378.099999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
117,12:00-23:00,New York,5/14/17 1:44,72.0,W 82nd St,los_angeles_consistory_#3@yahoo.com,0498-321326,Los Angeles Consistory #3,"W 82nd St, New York",40.7850879,-73.9769058,84528.6,8995.995,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
118,12:00-23:00,New York,9/3/17 21:35,233.0,Legion Memorial Square,great_northern@inbox.com,0496-703539,Great Northern,"Legion Memorial Square, New York",,,64018.1,3695.115,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
119,12:00-23:00,New York,7/18/17 11:13,177.0,Minetta St,rotisserie_de_la_table_du_roy_(le_chef_georges)@outlook.com,0497-312894,Rotisserie De La Table Du Roy (Le Chef Georges),"Minetta St, New York",40.7298963,-74.0013313,80515.2,3368.025,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
120,12:00-23:00,New York,6/12/17 11:33,124.0,Baxter St,streets_of_mexico_restaurant@yahoo.com,0495-089881,Streets Of Mexico Restaurant,"Baxter St, New York",40.7185023,-73.998715,65905.7,9393.015,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
121,13:00-23:00,San Francisco,4/20/17 23:22,25.0,Otis St,berkeley_class_of_91@hotmail.com,0499-030675,Berkeley Class Of 91,"Otis St, San Francisco",37.7713756,-122.4202947,72569.7,5654.79,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
122,13:00-23:00,San Francisco,8/8/17 4:18,194.0,Mizpah St,ristorante_alfredo_alla_scrofa@aol.com,0495-327881,Ristorante Alfredo Alla Scrofa,"Mizpah St, San Francisco",37.7371497,-122.4388822,52957.1,7431.6900000000005,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
123,13:00-23:00,San Francisco,4/14/17 14:49,19.0,French Ct - Golden Gate National Recreation Area,pains_fireworks_co_employees@aol.com,0495-997499,Pains Fireworks Co. Employees,"French Ct - Golden Gate National Recreation Area, San Francisco",,,62935.1,3470.52,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
124,13:00-23:00,San Francisco,7/31/18 22:31,368.0,Sola Ave,mountain_park_hotel@aol.com,0495-322017,Mountain Park Hotel,"Sola Ave, San Francisco",37.747752,-122.459972,13881.6,9885.855,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
125,13:00-23:00,San Francisco,8/13/18 4:14,371.0,Ruger St - Golden Gate National Recreation Area,hochst@outlook.com,0496-521794,Hochst,"Ruger St - Golden Gate National Recreation Area, San Francisco",,,16918.8,2695.9649999999997,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
126,13:00-23:00,San Francisco,7/6/18 0:27,361.0,Mason Ct,hofbrau_haus@mail.com,0497-964074,Hofbrau Haus,"Mason Ct, San Francisco",37.8283471,-122.3771131,22114.899999999998,2980.5,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
127,13:00-23:00,San Francisco,8/1/17 5:18,188.0,Cresta Vista Dr,steinbergs_dairy@hotmail.com,0499-107536,Steinbergs Dairy,"Cresta Vista Dr, San Francisco",37.7355064,-122.4555709,41625.4,3017.4150000000004,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
128,13:00-23:00,San Francisco,8/22/18 9:43,374.0,Taber Alley,american_chamber_of_commerce_of_paris_commission_for_the_exposiion_of_1900@aol.com,0495-912144,American Chamber Of Commerce Of Paris Commission For The Exposiion Of 1900,"Taber Alley, San Francisco",,,23200.9,4771.545,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
129,13:00-23:00,San Francisco,5/30/17 9:44,104.0,Bryant Ln,wells_river_fish_and_game_club@yahoo.com,0498-251750,Wells River Fish And Game Club,"Bryant Ln, San Francisco",,,61117.5,6128.025,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
130,13:00-23:00,San Francisco,8/12/17 17:39,199.0,Amador St,purcell_house@hotmail.com,0499-685520,Purcell House,"Amador St, San Francisco",37.7458144,-122.3852858,44423.0,3830.91,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
131,13:00-23:00,San Francisco,5/31/17 22:45,107.0,Alta St,sangamo_club@inbox.com,0496-311062,Sangamo Club,"Alta St, San Francisco",37.8016451,-122.4034935,61077.5,3952.8149999999996,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
132,13:00-23:00,San Francisco,6/11/17 23:51,122.0,Park Presidio Blvd,shanes@inbox.com,0495-418146,Shanes,"Park Presidio Blvd, San Francisco",37.7732808,-122.4718698,49544.600000000006,11713.665,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
133,13:00-23:00,San Francisco,9/21/18 17:50,379.0,Mansell St,keystone_restaurant@hotmail.com,0495-243095,Keystone Restaurant,"Mansell St, San Francisco",37.7178307,-122.4225091,19342.300000000003,9002.640000000001,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
134,13:00-23:00,San Francisco,5/14/17 5:46,73.0,Dodge Pl,hotel_ponce_de_leon@outlook.com,0496-508045,Hotel Ponce De Leon,"Dodge Pl, San Francisco",,,61683.200000000004,10196.925,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
135,13:00-23:00,San Francisco,5/11/17 2:35,65.0,Hwy 82,the_homestead_gwinn@outlook.com,0494-985549,The Homestead Gwinn,"Hwy 82, San Francisco",37.7498469,-122.508323,53046.4,8441.13,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
136,13:00-23:00,San Francisco,10/3/17 11:11,265.0,Cashmere St,w_atlee_burpee@mail.com,0498-897226,W. Atlee Burpee,"Cashmere St, San Francisco",37.7361106,-122.3846653,46842.799999999996,10162.92,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
137,13:00-23:00,San Francisco,9/15/17 13:33,244.0,Badger St,ss_constitution@aol.com,0496-569278,S.S. Constitution,"Badger St, San Francisco",37.730691,-122.434013,42834.5888884,5098.275,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
138,13:00-23:00,San Francisco,7/1/17 3:13,154.0,Spreckels Lake Dr,veteran_association_of_the_5th_ny_artillery_volunteers@mail.com,0494-819100,Veteran Association Of The 5th Ny Artillery Volunteers,"Spreckels Lake Dr, San Francisco",37.7717448,-122.492593,45755.5,11627.759999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
139,13:00-23:00,San Francisco,4/12/18 6:15,344.0,Reuel Ct,bangkok_cuisine@hotmail.com,0497-983256,Bangkok Cuisine,"Reuel Ct, San Francisco",37.7366149,-122.3829464,31266.699999999997,8580.84,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
140,13:00-23:00,New York,6/16/17 1:07,135.0,Avenue C,joe_coluccis_puccini_restaurant@aol.com,0498-592335,Joe Coluccis Puccini Restaurant,"Avenue C, New York",40.720779,-73.9812617,56274.2,15974.445,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
141,13:00-23:00,San Francisco,5/17/17 14:28,80.0,Foote Ave,the_scandia@gmail.com,0494-664925,The Scandia,"Foote Ave, San Francisco",37.714256,-122.446779,50179.6,14879.355,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
142,13:00-23:00,San Francisco,3/17/19 2:33,421.0,Juri St,corps_consulaire@aol.com,0498-974115,Corps Consulaire,"Juri St, San Francisco",37.749962,-122.421391,800.9,3147.495,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
143,13:00-23:00,San Francisco,5/9/17 0:23,61.0,Conservatory Access Rd,"new_hotel_berkeley,the@inbox.com",0498-146795,"New Hotel Berkeley,The","Conservatory Access Rd, San Francisco",,,53419.299999999996,4534.41,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
144,13:00-23:00,San Francisco,5/21/18 4:03,350.0,Dore St,hotel_colorado@outlook.com,0499-224770,Hotel Colorado,"Dore St, San Francisco",37.7733736,-122.4123365,31353.9,10875.12,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
145,13:00-23:00,San Francisco,5/27/17 9:13,97.0,Wilde Ave,elka_park_association@outlook.com,0496-577049,Elka Park Association,"Wilde Ave, San Francisco",37.717053,-122.404477,49228.799999999996,11830.335,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
146,13:00-23:00,San Francisco,5/1/17 20:57,48.0,Spruce St,wally_j@gmail.com,0498-137288,Wally J,"Spruce St, San Francisco",37.7882307,-122.4537871,62783.399999999994,4884.719999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
147,13:00-23:00,San Francisco,4/5/17 4:01,2.0,Thornton Ave,duffs@gmail.com,0495-750801,Duffs,"Thornton Ave, San Francisco",37.7308558,-122.3936638,54769.4,11714.925,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
148,13:00-23:00,San Francisco,9/29/18 23:22,382.0,Dale Pl,smsvineta@inbox.com,0495-142934,S.M.S.Vineta,"Dale Pl, San Francisco",37.7812955,-122.4146092,16558.8,8477.97,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
149,13:00-23:00,San Francisco,4/7/17 9:44,6.0,Gaviota Way,camp_wadsworth@aol.com,0497-545403,Camp Wadsworth,"Gaviota Way, San Francisco",37.739001,-122.4478772,56758.2,9976.17,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
150,13:00-23:00,San Francisco,4/15/17 11:08,20.0,Jackson St,john_hart@yahoo.com,0495-220630,John Hart,"Jackson St, San Francisco",37.7965008,-122.4029202,64047.2,7563.779999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
151,13:00-23:00,San Francisco,2/8/18 14:41,320.0,Dwight St,ernest_marples_cellars@hotmail.com,0497-895115,Ernest Marples Cellars,"Dwight St, San Francisco",37.7235516,-122.4040093,36090.0,8158.724999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
152,13:00-23:00,San Francisco,10/19/17 10:00,269.0,De Boom St,the_pilgrims@mail.com,0495-716563,The Pilgrims,"De Boom St, San Francisco",37.7825988,-122.3922233,35364.4,4718.625,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
153,13:00-23:00,San Francisco,6/10/18 19:54,352.0,Redfield Alley,the_red_star_inn@mail.com,0495-359995,The Red Star Inn,"Redfield Alley, San Francisco",37.800289,-122.414332,22766.7,11596.845,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
154,13:00-23:00,San Francisco,5/14/17 9:22,74.0,Terra Vista Ave,la_vicomtesse_parker@aol.com,0496-009626,La Vicomtesse Parker,"Terra Vista Ave, San Francisco",37.7814293,-122.4434667,60011.799999999996,6863.325,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
155,13:00-23:00,San Francisco,5/7/17 15:21,55.0,Monument Way,hamburg__armerika_linie@gmail.com,0499-110587,Hamburg  Armerika Linie,"Monument Way, San Francisco",37.7621595,-122.4464225,56276.700000000004,5467.004999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
156,13:00-23:00,San Francisco,8/2/17 9:01,189.0,Dale Pl,paul_clemann@yahoo.com,0498-742579,Paul Clemann,"Dale Pl, San Francisco",37.7812955,-122.4146092,54574.6,6165.809999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
157,13:00-23:00,San Francisco,5/2/17 3:51,49.0,Horace St,merchants_club___the_salvation_army@aol.com,0498-417586,Merchants Club   The Salvation Army,"Horace St, San Francisco",37.750876,-122.4145155,46955.7,18048.45,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
158,13:00-23:00,San Francisco,12/17/17 19:30,304.0,Central Ave,the_terrace_restaurant@mail.com,0496-597067,The Terrace Restaurant,"Central Ave, San Francisco",37.7705211,-122.4436778,35087.8,19055.385000000002,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
159,13:00-23:00,San Francisco,7/20/18 6:11,364.0,Bliss St - Golden Gate National Recreation Area,mrs_h_mc_k_twombley@hotmail.com,0498-406807,Mrs. H. Mc K. Twombley,"Bliss St - Golden Gate National Recreation Area, San Francisco",,,27441.1,10093.125,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
160,13:00-23:00,New York,11/25/18 5:35,394.0,W 119th St,palace_hotel_restaurat@mail.com,0496-199308,Palace Hotel Restaurat,"W 119th St, New York",40.8069606,-73.955416,8990.8,4721.82,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
161,13:00-23:00,New York,3/7/18 5:11,330.0,River Rd,oneco_hotel@outlook.com,0495-918349,Oneco Hotel,"River Rd, New York",44.483395,-75.769659,27719.0,4180.3949999999995,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
162,13:00-23:00,New York,4/16/17 12:26,22.0,University Pl,ss_hastings@mail.com,0497-759548,S.S. Hastings,"University Pl, New York",40.7326806,-73.993857,73365.6,10092.824999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
163,13:00-23:00,New York,5/10/17 17:33,64.0,Marginal St,leon_&_eddies@gmail.com,0495-181886,Leon & Eddies,"Marginal St, New York",40.8197948,-73.9600745,56581.6,10667.159999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
164,13:00-23:00,New York,11/17/17 22:19,286.0,Gustave L. Levy Pl,restaurant_cafe_winkler@gmail.com,0494-530143,Restaurant Cafe Winkler,"Gustave L. Levy Pl, New York",,,42820.4,9910.92,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
165,13:00-23:00,New York,11/16/17 23:18,283.0,W 165th St,associates_of_the_interborough_rapid_transit_co@yahoo.com,0496-498427,Associates Of The Interborough Rapid Transit Co.,"W 165th St, New York",40.8391816,-73.9411376,44446.5,16347.84,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
166,13:00-23:00,New York,4/8/18 23:30,341.0,Craig Rd N,deutsche_liederkranz@mail.com,0497-036924,Deutsche Liederkranz,"Craig Rd N, New York",40.6896175,-74.0226634,32744.300000000003,10800.045,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
167,13:00-23:00,New York,2/14/19 12:35,414.0,Manhattan,rh_macy_and_co@mail.com,0495-810995,R.H. Macy and Co.,"Manhattan, New York",40.7548287,-73.9793823,5147.9,14482.98,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
168,13:00-23:00,New York,8/19/17 5:54,211.0,Marble Hill Ln,joseph_pulitzer@aol.com,0494-529945,Joseph Pulitzer,"Marble Hill Ln, New York",40.8759494,-73.9093574,46198.0,15063.809999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
169,13:00-23:00,New York,1/14/18 4:11,312.0,W 31st St,hotel_de_paris@outlook.com,0496-813960,Hotel De Paris,"W 31st St, New York",40.7526317,-74.0003933,38040.5,6407.115,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
170,13:00-23:00,New York,9/4/17 3:02,234.0,Dongan Pl,community_of_zurich@inbox.com,0499-332744,Community Of Zurich,"Dongan Pl, New York",41.7080455,-73.9352412,55049.200000000004,3383.115,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
171,13:00-23:00,New York,8/27/17 9:47,217.0,Colonel Robert Magaw Pl,cafe_new_york_restaurant@aol.com,0498-062323,Cafe New York Restaurant,"Colonel Robert Magaw Pl, New York",40.8513989,-73.9370819,47935.5,9117.72,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
172,13:00-23:00,New York,11/4/17 20:46,277.0,Short Ave,royal_pavillion_hotel@mail.com,0499-920840,Royal Pavillion Hotel,"Short Ave, New York",40.691265,-74.0201688,51243.4,14606.534999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
173,13:00-23:00,New York,6/27/17 1:11,148.0,Tiemann Pl,nippon_yusen_kaisha___sskobe_liaru@aol.com,0496-749513,Nippon Yusen Kaisha   S.S.Kobe Liaru,"Tiemann Pl, New York",40.8155459,-73.9597048,56519.8,5281.54150545,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
174,13:00-23:00,New York,7/18/17 21:43,178.0,W 22nd St,league_building@mail.com,0494-973550,League Building,"W 22nd St, New York",40.74463,-73.9989693,55806.8,8887.679999999998,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
175,13:00-23:00,New York,5/30/17 9:20,103.0,John Jay Byrne Bridge,volapukakluba_nolumelopik@inbox.com,0495-155452,Volapukakluba Nolumelopik,"John Jay Byrne Bridge, New York",40.733372200000005,-73.94006506699056,64307.5,3285.0449999999996,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
176,13:00-23:00,New York,11/11/18 11:38,392.0,Martin Luther King Blvd,fritzels@outlook.com,0497-163415,Fritzels,"Martin Luther King Blvd, New York",40.8043452,-73.9373276,13458.7,9920.310000000001,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
177,13:00-23:00,New York,6/29/17 6:06,151.0,Jones Alley,chateau_frontenac_hotel@hotmail.com,0499-824348,Chateau Frontenac Hotel,"Jones Alley, New York",40.726222,-73.9943166,54391.5,12077.279999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
178,13:00-23:00,New York,12/16/17 22:02,303.0,Centre Market Pl,hotel_grenoble@gmail.com,0497-826678,Hotel Grenoble,"Centre Market Pl, New York",40.7196555,-73.9980169,41175.5,8371.02,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
179,13:00-23:00,New York,7/24/17 4:58,181.0,Escanaba Rd,delta_kappa_epsilon_fraternity@aol.com,0494-762373,Delta Kappa Epsilon Fraternity,"Escanaba Rd, New York",40.5495983,-74.1592294,62719.1,5329.349999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
180,13:00-23:00,New York,6/28/17 21:44,150.0,Cannon St,the_waldorf_astoria_hotel@inbox.com,0494-929274,The Waldorf Astoria Hotel,"Cannon St, New York",42.7371837,-73.6960025,50425.2,7692.299999999999,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
181,13:00-23:00,New York,11/14/17 23:54,281.0,Hanover Square,washington_association_of_bowdoin_alumni@mail.com,0496-364859,Washington Association Of Bowdoin Alumni,"Hanover Square, New York",43.050297,-76.15107834164388,39135.9,9407.865,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
182,13:00-23:00,New York,4/26/18 17:32,347.0,2nd St (See E 2nd St below),paquebot_ile_de_france@gmail.com,0495-042205,Paquebot Ile De France,"2nd St (See E 2nd St below), New York",,,27441.9,7722.0599999999995,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
183,13:00-23:00,New York,2/6/19 18:05,412.0,W 225th St,union_league_of_maryland@inbox.com,0498-572670,Union League Of Maryland,"W 225th St, New York",40.8742871,-73.910359,5616.4,10501.875,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
184,13:00-23:00,New York,4/28/17 16:06,42.0,Bradhurst Ave,cigar_leaf_tobacco_board_of_trade_of_the_united_states@mail.com,0498-516439,Cigar Leaf Tobacco Board Of Trade Of The United States,"Bradhurst Ave, New York",40.8264173,-73.9405881,55734.6,11004.045,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
185,13:00-23:00,New York,10/27/18 23:36,388.0,E 55th St,comrades_of_the_army_of_the_potomac@yahoo.com,0497-243460,Comrades Of The Army Of The Potomac,"E 55th St, New York",40.7597948,-73.9704542,17398.3,3230.85,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
186,13:00-23:00,New York,9/11/18 12:21,378.0,Union Square E,petrossian_restaurant@outlook.com,0497-167234,Petrossian Restaurant,"Union Square E, New York",40.7353316,-73.9899965,14709.7,4574.355,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
187,13:00-23:00,New York,7/25/17 1:03,182.0,Macdougal St,the_national_arts_club@mail.com,0495-640880,The National Arts Club,"Macdougal St, New York",40.7299682,-74.0005132,51480.4,6477.75,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
188,13:00-23:00,New York,5/28/17 18:13,100.0,Amsterdam Ave,kempinski_restaurant@mail.com,0497-742699,Kempinski Restaurant,"Amsterdam Ave, New York",40.8512464,-73.9286148,57618.3,6243.81,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
189,13:00-23:00,New York,3/16/18 21:02,334.0,E 25th St,hotel_royal_palm@hotmail.com,0499-165371,Hotel Royal Palm,"E 25th St, New York",40.638426,-73.953072,35114.7,8186.19,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
190,13:00-23:00,New York,10/21/17 2:36,272.0,Robert F Wagner Sr Pl,glen_falls_club@inbox.com,0497-169737,Glen Falls Club,"Robert F Wagner Sr Pl, New York",40.7087705,-73.9992643,41002.299999999996,14603.73,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
191,13:00-23:00,New York,10/19/17 21:18,270.0,Beekman St,val_bella@gmail.com,0499-376327,Val Bella,"Beekman St, New York",40.628881,-74.139772,43634.4,11488.995,1657.3909947228751,1455.2701417078904,19888.691936674502,17463.241700494684
